"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL516337";"";"None";"381.43";"0";"4.02";"6e";"O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1F";"EC50";"'='";"101.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975041";"Agonist activity at human pregnane X receptor expressed in HGPXR reporter cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157161";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL464866";"";"None";"391.47";"1";"5.42";"10c";"O=C(Cc1ccc2ccccc2c1)Nc1ccc2c(c1)ncn2Cc1ccccc1";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975041";"Agonist activity at human pregnane X receptor expressed in HGPXR reporter cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157161";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL464686";"";"None";"375.86";"0";"4.92";"10a";"O=C(Cc1ccccc1Cl)Nc1ccc2c(c1)ncn2Cc1ccccc1";"EC50";"'='";"515.0";"nM";"6.29";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975041";"Agonist activity at human pregnane X receptor expressed in HGPXR reporter cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157161";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL514421";"";"None";"410.93";"1";"5.28";"8";"O=S(=O)(Cc1ccccc1Cl)Nc1ccc2c(ccn2Cc2ccccc2)c1";"EC50";"'='";"197.0";"nM";"6.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL975041";"Agonist activity at human pregnane X receptor expressed in HGPXR reporter cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157161";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL457271";"";"None";"425.94";"1";"5.24";"1, C2BA-4";"CC(c1ccccc1)n1cnc2cc(NS(=O)(=O)Cc3ccccc3Cl)ccc21";"EC50";"'='";"809.0";"nM";"6.09";"";"";"UO_0000065";"14.30";"0.29";"0.85";"9.52";"0";"CHEMBL975042";"Protection of human pregnane X receptor against proteolytic digestion in presence of trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157161";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL4861757";"";"None";"525.93";"2";"5.85";"34c";"O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3ccc(Cl)cc3)ccc2O1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4846575";"";"None";"569.50";"2";"5.10";"43b";"O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)COC1";"EC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"8.33";"0.17";"-0.36";"5.09";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST"
"CHEMBL3827928";"";"None";"359.29";"0";"4.38";"55c";"O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1";"EC50";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3829804";"Activation of human PXR";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826935";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";""
"CHEMBL1475693";"FAMPROFAZONE";"-1.0";"377.53";"0";"4.36";"Famprofazone";"CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL1891684";"RIODIPINE";"-1.0";"367.35";"0";"2.87";"Riodipine";"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F";"EC50";"'='";"14100.0";"nM";"4.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL3728620";"";"None";"513.58";"2";"6.38";"54; UDM-001651";"COc1cc(OCc2cccc(OCc3ccccc3)c2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4407145";"Activation of human PXR";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406800";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL3598053";"";"None";"492.61";"1";"5.27";"4p";"[2H]C([2H])([2H])N(C(=O)c1c(C)cccc1F)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3598054";"";"None";"514.02";"2";"5.01";"4q";"[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ncc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"11.52";"0.22";"0.88";"7.06";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3598077";"";"None";"530.07";"2";"6.35";"5n";"CC(=O)Nc1nc(C(C)C)c(-c2cnc(N(C)C(=O)c3c(F)cccc3Cl)c(N3CCCCC3)c2)s1";"EC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"12.07";"0.24";"0.05";"8.16";"0";"CHEMBL3599141";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL1643789";"";"None";"510.56";"1";"4.75";"24";"O=C(O)Cc1c2n(c3ccccc13)C[C@H](N(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1)CC2";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1645657";"Induction of pregnane X receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641519";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL4444000";"";"None";"484.98";"0";"4.69";"28";"O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2c(F)cccc2CN2CCC2)cc1F";"EC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"11.36";"0.24";"0.82";"7.41";"0";"CHEMBL4415866";"Agonist activity at PXR in human DPX2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414586";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL3334728";"";"None";"466.02";"0";"3.02";"17";"CC(C)[C@@H](NC(=O)N[C@@H]1CC[C@H](O)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3366540";"Transactivation of human full-length PXR transfected in human HepG2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351798";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL4876714";"";"None";"641.93";"2";"10.41";"3";"CC(C)c1cc(-c2ccc(C(F)(F)F)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)c(Cl)cc1F";"EC50";"'='";"7500.0";"nM";"5.12";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4843602";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842348";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"ACTIVATOR"
"CHEMBL4097650";"";"None";"359.44";"0";"2.23";"5c";"O=C(CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1(O)C3)N1CC(O)C1";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4016343";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014336";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4875002";"";"None";"671.53";"2";"10.31";"5";"COc1ccc(-c2ccccc2F)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4843602";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842348";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4094467";"";"None";"632.80";"2";"5.37";"14";"CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)C[C@@]1(C(=O)N2C4CCC2CN(C)C4)C[C@H]1c1cc(F)ccc1-3";"EC50";"'='";"2780.0";"nM";"5.56";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4056156";"Activation of PXR in human hepatocytes assessed as induction of CYP450 expression";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052691";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL4209091";"";"None";"616.56";"1";"4.69";"21";"O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1nncs1";"EC50";"'='";"254.0";"nM";"6.59";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4182854";"Transactivation of PXR in human HepG2 cells by receptor transactivation assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177737";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";""
"CHEMBL3758288";"";"None";"658.87";"2";"5.62";"3; BMS-821095";"COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C(C)C)cc21";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4056156";"Activation of PXR in human hepatocytes assessed as induction of CYP450 expression";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052691";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL4079620";"";"None";"373.47";"0";"2.47";"5d";"CC1(O)C2CC3CC(C2)C(CC(=O)N2CC(O)C2)(c2ccc(F)cc2)C1C3";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4016343";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014336";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL3318968";"";"None";"377.83";"0";"4.96";"3h";"Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12";"EC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL3318961";"";"None";"361.83";"1";"5.25";"3a";"Clc1ccc(C2(c3nnc4c(Oc5ccccc5)cccn34)CC2)cc1";"EC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL4846389";"";"None";"569.96";"2";"6.49";"31b";"O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3ccc(Cl)cc3F)ccc2O1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4062780";"";"None";"459.01";"0";"4.41";"19";"CC1(C)CN2CCC[C@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1";"EC50";"'='";"5600.0";"nM";"5.25";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4017813";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017458";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL3947779";"";"None";"612.66";"2";"6.37";"4";"CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4312206";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311939";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";""
"CHEMBL3126656";"";"None";"690.87";"1";"4.21";"52";"COc1ccc2c(c1)C1CC1(C(=O)N1CCN(C(=O)N(C)C)CC1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3126861";"";"None";"689.88";"1";"4.86";"50";"COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N(C(C)=O)[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3126857";"";"None";"682.84";"2";"5.12";"46";"COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(c3ccccc3)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3126854";"";"None";"674.74";"1";"4.52";"43";"COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(C(F)(F)F)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"EC50";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3128699";"Transactivation of human PXR expressed in human HepG2 cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3334815";"";"None";"466.02";"0";"3.02";"19";"CC(C)[C@@H](NC(=O)N[C@H]1CC[C@@H](O)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1";"EC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"10.13";"0.20";"1.70";"4.63";"0";"CHEMBL3366540";"Transactivation of human full-length PXR transfected in human HepG2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351798";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3334822";"";"None";"424.97";"0";"2.70";"26";"CC(C)[C@@H](NC(=O)C[C@@H](C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1";"EC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"12.02";"0.24";"2.41";"5.68";"0";"CHEMBL3366540";"Transactivation of human full-length PXR transfected in human HepG2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351798";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL3334823";"";"None";"439.98";"0";"2.49";"27";"CC(C)[C@@H](NC(=O)NC[C@@H](C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1";"EC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3366540";"Transactivation of human full-length PXR transfected in human HepG2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351798";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL316157";"CEPHALORIDINE";"-1.0";"415.50";"0";"-0.32";"Cephaloridine";"O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12";"EC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL1535402";"";"None";"394.74";"0";"3.98";"Ecopipam";"Br.CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21";"EC50";"'='";"6300.0";"nM";"5.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL94657";"PATUPILONE";"3.0";"507.69";"1";"4.48";"Epothilone B";"C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1";"EC50";"'='";"31600.0";"nM";"4.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL269732";"TACROLIMUS";"4.0";"804.03";"2";"4.64";"Tacrolimus";"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC";"EC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
