comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8
51464,%,Activity,,BAO_0001103,Activity,83999,Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells,F,,CHEMBL690971,10.1016/S0960-894X(97)00249-7,,CHEMBL1130449,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton,PUBLICATION,,,C[C@@H](C1CCCCC1)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,C16H15F4NO2,CHEMBL38079,11.0,,,,,,,,
51466,%,Activity,,BAO_0001103,Activity,83999,Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells,F,,CHEMBL690971,10.1016/S0960-894X(97)00249-7,,CHEMBL1130449,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton,PUBLICATION,,,C[C@@H](c1cccc2ccccc12)N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,C20H11F4NO2,CHEMBL34344,9.0,,,,,,,,
51728,%,Activity,,BAO_0001103,Activity,83999,Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells,F,,CHEMBL690971,10.1016/S0960-894X(97)00249-7,,CHEMBL1130449,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton,PUBLICATION,,,O=C1c2ccccc2C(=O)N1CNc1ccccc1,C15H12N2O2,CHEMBL38326,96.0,,,,,,,,
52087,%,Activity,,"Entry 0: BAO_0001103, Entry 1: BAO_0001103, ",Activity,"Entry 0: 83999, Entry 1: 513496, ","Entry 0: Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells, Entry 1: Displacement of [3H]DHT from GST-tagged human AR-LBD transfected in Escherichia coli HB-101 at 10 uM, ","Entry 0: F, Entry 1: B, ",,"Entry 0: CHEMBL690971, Entry 1: CHEMBL975402, ","Entry 0: 10.1016/S0960-894X(97)00249-7, Entry 1: 10.1016/j.bmc.2008.07.055, ",18707892,"Entry 0: CHEMBL1130449, Entry 1: CHEMBL1140043, ","Entry 0: Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton, Entry 1: Design and synthesis of carborane-containing androgen receptor (AR) antagonist bearing a pyridine ring., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","We previously developed carborane-containing potent AR antagonists, BA321 and BA341, on the basis of our hypothesis that the carborane cage would be an excellent hydrophobic pharmacophore in place of steroidal C and D rings. As an extension of that work, we designed and synthesized carborane-containing AR antagonist candidates with a pyridine ring. Compound 6b, which has a pyridine ring directly bound to the p-carborane cage at the 3-position, exhibited potent AR-antagonistic activity in transcriptional activation assay using NIH3T3 cells transfected with a hAR-expression plasmid. In addition, it showed more potent antiandrogenic activity than that of the well-known antiandrogen flutamide and comparable activity to that of (R)-bicalutamide in SC-3 cell proliferation assay.",,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C11H11F3N2O3,CHEMBL806,13.7,75.0,,,,,,,
52088,%,Activity,,BAO_0001103,Activity,83999,Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells,F,,CHEMBL690971,10.1016/S0960-894X(97)00249-7,,CHEMBL1130449,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton,PUBLICATION,,,CC(=O)C(CN1C(=O)c2ccccc2C1=O)C(C)=O,C14H13NO4,CHEMBL35169,71.0,,,,,,,,
52089,%,Activity,,BAO_0001103,Activity,83999,Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells,F,,CHEMBL690971,10.1016/S0960-894X(97)00249-7,,CHEMBL1130449,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton,PUBLICATION,,,O=C1c2ccccc2C(=O)N1CC1Cc2ccccc2C1,C18H15NO2,CHEMBL35003,68.0,,,,,,,,
52090,%,Activity,,BAO_0001103,Activity,83999,Inhibition of androgen receptor in reporter gene (chloramphenicol acetyltransferase) assay in HeLa cells,F,,CHEMBL690971,10.1016/S0960-894X(97)00249-7,,CHEMBL1130449,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton,PUBLICATION,,,O=C1c2ccccc2C(=O)N1Cc1c(Cl)cccc1Cl,C15H9Cl2NO2,CHEMBL36224,85.0,,,,,,,,
102911,%,Activity,,"Entry 0: BAO_0001103, Entry 1: BAO_0001103, ",Activity,"Entry 0: 854885, Entry 1: 1591303, ","Entry 0: Antagonist activity at wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 assessed as testosterone induced luciferase activity at 10 uM after 18 hrs relative untreated control, Entry 1: Agonist activity at GAL4 DBD-fused androgen receptor LBD (unknown origin) transfected in UAS-bla GripTite 293 cells at 10 uM after 16 to 24 hrs by by beta-lactamase reporter gene assay, ","Entry 0: F, Entry 1: B, ",,"Entry 0: CHEMBL2162622, Entry 1: CHEMBL3829949, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1016/j.bmcl.2016.06.001, ","Entry 0: 22746350, Entry 1: 27301368, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL3826911, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Rational design and synthesis of novel anti-prostate cancer agents bearing a 3,5-bis-trifluoromethylphenyl moiety., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: Prostate cancer is a major cause of male death worldwide and the identification of new and improved treatments is constantly required. Among the available options, different non-steroidal androgen receptor (AR) antagonists are approved also to treat castration-resistant forms. Most of these drugs show limited application due to the development of resistant mutants of their biological target. Following docking-based studies on a homology model for the AR open antagonist conformation, a series of novel 3,5-bis-trifluoromethylphenyl compounds was designed with the aim to improve the antiproliferative activity of anti-androgen drugs bicalutamide and enzalutamide. The new structural modifications might impede the receptor to adopt its closed agonist conformation also in the presence of adaptive mutations. Among the novel compounds synthesised, several displayed significantly improved in vitro activity in comparison with the parent structures, with IC50 values in the low micromolar range against four different prostate cancer cell lines (LNCaP, VCaP, DU-145, 22Rv1). Selected hits demonstrated full AR antagonistic behaviour and promising candidates for further development were identified., ",,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,C18H14F4N2O4S,CHEMBL63560,5.0,13.5,,,,,,,
127332,%,Activity,,BAO_0001103,Activity,457481,Displacement of [3H]dihydrotestosterone from androgen receptor at 10 uM,B,,CHEMBL941999,10.1016/j.bmcl.2007.07.055,17822897,CHEMBL1139829,2-Benzenesulfonyl-8a-benzyl-hexahydro-2H-isoquinolin-6-ones as selective glucocorticoid receptor antagonists.,PUBLICATION,"The 2-azadecalin ring system was evaluated as a scaffold for the preparation of glucocorticoid receptor (GR) antagonists. High affinity, selective GR antagonists were discovered based on a hypothetical binding mode related to the steroidal GR antagonist RU-43044. 2-Benzenesulfonyl substituted 8a-benzyl-hexahydro-2H-isoquinolin-6-ones exemplified by (R)-37 had low nanomolar affinity for GR with moderate functional activity (200 nM) in a reporter gene assay. These compounds were devoid of affinity for other steroidal receptors (ER, AR, MR, and PR). Analogues based on an alternative putative binding mode (CP-like) were found to be inactive.",,CC#C[C@@]1(O)CC[C@@]2(Cc3ccccc3)c3ccc(O)cc3CC[C@@H]2C1,C24H26O2,CHEMBL78625,50.0,,,,,,,,
190629,nM,Activity,,"Entry 0: BAO_0000181, Entry 1: BAO_0000181, ",Activity,"Entry 0: 873009, Entry 1: 874154, ","Entry 0: Partial agonist activity at human androgen receptor expressed in HeLa cells co-expressing ARE by luciferase reporter gene based transactivation assay, Entry 1: Transactivation of human androgen receptor transfected in human HeLa cells by luciferase reporter gene assay, ","Entry 0: F, Entry 1: B, ",,"Entry 0: CHEMBL2188721, Entry 1: CHEMBL2187509, ","Entry 0: 10.1021/jm300281x, Entry 1: 10.1021/jm300249m, ","Entry 0: 22957947, Entry 1: 22897611, ","Entry 0: CHEMBL2176936, Entry 1: CHEMBL2176865, ","Entry 0: Identification of a 4-(hydroxymethyl)diarylhydantoin as a selective androgen receptor modulator., Entry 1: Discovery of diarylhydantoins as new selective androgen receptor modulators., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Structural modification performed on a 4-methyl-4-(4-hydroxyphenyl)hydantoin series is described which resulted in the development of a new series of 4-(hydroxymethyl)diarylhydantoin analogues as potent, partial agonists of the human androgen receptor. This led to the identification of (S)-(-)-4-(4-(hydroxymethyl)-3-methyl-2,5-dioxo-4-phenylimidazolidin-1-yl)-2-(trifluoromethyl)benzonitrile ((S)-(-)-18a, GLPG0492) evaluated in vivo in a classical model of orchidectomized rat. In this model, (-)-18a exhibited anabolic activity on muscle, strongly dissociated from the androgenic activity on prostate after oral dosing. (-)-18a has very good pharmacokinetic properties, including bioavailability in rat (F > 50%), and is currently under evaluation in phase I clinical trials., Entry 1: A novel selective androgen receptor modulator scaffold has been discovered through structural modifications of hydantoin antiandrogens. Several 4-(4-hydroxyphenyl)-N-arylhydantoins displayed partial agonism with nanomolar in vitro potency in transactivation experiments using androgen receptor (AR) transfected cells. In a standard castrated male rat model, several compounds showed good anabolic activity on levator ani muscle, dissociated from the androgenic activity on ventral prostate, after oral dosing at 30 mg/kg. (+)-4-[3,4-Dimethyl-2,5-dioxo-4-(4-hydroxyphenyl)imidazolidin-1-yl]-2-(trifluoromethyl)benzonitrile ((+)-11b) displayed anabolic potency with a strong dissociation between levator ani muscle and ventral prostate (A(50) = 0.5 mg/kg vs 70 mg/kg). The binding modes of two compounds, including (+)-11b, within the AR ligand-binding domain have been studied by cocrystallization experiments using a coactivator-like peptide. Both compounds bound to the same site, and the overall structures of the AR were very similar., ",,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C22H32O3,CHEMBL1170,1.5,1.5,,,,,,,
204142,%,Activity,,BAO_0001103,Activity,523658,Agonist activity at androgen receptor assessed as receptor transactivation at 1 nM by reporter gene assay relative to 5-alpha-dihydrotestosterone,F,,CHEMBL998029,10.1021/jm900280m,19432422,CHEMBL1136927,Nonsteroidal selective androgen receptor modulators (SARMs): dissociating the anabolic and androgenic activities of the androgen receptor for therapeutic benefit.,PUBLICATION,,,C[C@](O)(COc1ccc(F)cc1)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C17H14F4N2O5,CHEMBL124718,43.0,,,,,,,,
205090,%,Activity,,BAO_0001103,Activity,523658,Agonist activity at androgen receptor assessed as receptor transactivation at 1 nM by reporter gene assay relative to 5-alpha-dihydrotestosterone,F,,CHEMBL998029,10.1021/jm900280m,19432422,CHEMBL1136927,Nonsteroidal selective androgen receptor modulators (SARMs): dissociating the anabolic and androgenic activities of the androgen receptor for therapeutic benefit.,PUBLICATION,,,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,C19H18F3N3O6,CHEMBL125236,93.0,,,,,,,,
212538,%,Activity,,"Entry 0: BAO_0001103, Entry 1: BAO_0001103, ",Activity,"Entry 0: 2227486, Entry 1: 2227487, ","Entry 0: Induction of degradation of Androgen receptor (unknown origin) at 7.5 uM, Entry 1: Induction of degradation of Androgen receptor splice variant 3 (unknown origin) at 7.5 uM, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL5140999, Entry 1: CHEMBL5141000, ","Entry 0: 10.1021/acs.jmedchem.2c00716, Entry 1: 10.1021/acs.jmedchem.2c00716, ","Entry 0: 35786895, Entry 1: 35786895, ","Entry 0: CHEMBL5137058, Entry 1: CHEMBL5137058, ","Entry 0: Therapeutic Strategies to Target the Androgen Receptor., Entry 1: Therapeutic Strategies to Target the Androgen Receptor., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The androgen receptor (AR) plays a key role in the maintenance of muscle and bone and the support of male sexual-related functions, as well as in the progression of prostate cancer. Accordingly, AR-targeted therapies have been developed for the treatment of related human diseases and conditions. AR agonists are an important class of drugs in the treatment of bone loss and muscle atrophy. AR antagonists have also been developed for the treatment of prostate cancer, including metastatic castration-resistant prostate cancer (mCRPC). Additionally, selective AR degraders (SARDs) have been reported. More recently, heterobifunctional degrader molecules of AR have been developed, and four such compounds are now in clinical development for the treatment of human prostate cancer. This review attempts to summarize the different types of compounds designed to target AR and the current frontiers of research on this important therapeutic target., Entry 1: The androgen receptor (AR) plays a key role in the maintenance of muscle and bone and the support of male sexual-related functions, as well as in the progression of prostate cancer. Accordingly, AR-targeted therapies have been developed for the treatment of related human diseases and conditions. AR agonists are an important class of drugs in the treatment of bone loss and muscle atrophy. AR antagonists have also been developed for the treatment of prostate cancer, including metastatic castration-resistant prostate cancer (mCRPC). Additionally, selective AR degraders (SARDs) have been reported. More recently, heterobifunctional degrader molecules of AR have been developed, and four such compounds are now in clinical development for the treatment of human prostate cancer. This review attempts to summarize the different types of compounds designed to target AR and the current frontiers of research on this important therapeutic target., ",,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC,C23H24O6,CHEMBL128748,80.0,80.0,,,,,,,
249414,nM,Activity,,BAO_0000181,Activity,874154,Transactivation of human androgen receptor transfected in human HeLa cells by luciferase reporter gene assay,B,,CHEMBL2187509,10.1021/jm300249m,22897611,CHEMBL2176865,Discovery of diarylhydantoins as new selective androgen receptor modulators.,PUBLICATION,"A novel selective androgen receptor modulator scaffold has been discovered through structural modifications of hydantoin antiandrogens. Several 4-(4-hydroxyphenyl)-N-arylhydantoins displayed partial agonism with nanomolar in vitro potency in transactivation experiments using androgen receptor (AR) transfected cells. In a standard castrated male rat model, several compounds showed good anabolic activity on levator ani muscle, dissociated from the androgenic activity on ventral prostate, after oral dosing at 30 mg/kg. (+)-4-[3,4-Dimethyl-2,5-dioxo-4-(4-hydroxyphenyl)imidazolidin-1-yl]-2-(trifluoromethyl)benzonitrile ((+)-11b) displayed anabolic potency with a strong dissociation between levator ani muscle and ventral prostate (A(50) = 0.5 mg/kg vs 70 mg/kg). The binding modes of two compounds, including (+)-11b, within the AR ligand-binding domain have been studied by cocrystallization experiments using a coactivator-like peptide. Both compounds bound to the same site, and the overall structures of the AR were very similar.",,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,C12H10F3N3O4,CHEMBL1274,37.0,,,,,,,,
279896,%,Activity,,"Entry 0: BAO_0001103, Entry 1: BAO_0001103, Entry 2: BAO_0001103, Entry 3: BAO_0001103, ",Activity,"Entry 0: 435878, Entry 1: 435879, Entry 2: 529468, Entry 3: 860797, ","Entry 0: Binding affinity to human androgen receptor expressed in HEK293 cells at 0.1 uM relative to R1881, Entry 1: Binding affinity to human androgen receptor expressed in HEK293 cells at 1 uM relative to R1881, Entry 2: Displacement of [3H]R1881 from human androgen receptor expressed in HEK293 cells relative to control, Entry 3: Activation of AR co-activator binding domain expressed in african green monkey CV1 cells at <=40 uM relative to control, ","Entry 0: B, Entry 1: B, Entry 2: B, Entry 3: B, ",,"Entry 0: CHEMBL905279, Entry 1: CHEMBL905280, Entry 2: CHEMBL977791, Entry 3: CHEMBL2168724, ","Entry 0: 10.1016/j.bmc.2007.02.007, Entry 1: 10.1016/j.bmc.2007.02.007, Entry 2: 10.1074/jbc.m705524200, Entry 3: 10.1016/j.bmcl.2012.09.007, ","Entry 0: 17336533, Entry 1: 17336533, Entry 2: 17711855, Entry 3: 23017882, ","Entry 0: CHEMBL1143023, Entry 1: CHEMBL1143023, Entry 2: CHEMBL1156504, Entry 3: CHEMBL2163266, ","Entry 0: Chemical synthesis and biological activities of 16alpha-derivatives of 5alpha-androstane-3alpha,17beta-diol as antiandrogens., Entry 1: Chemical synthesis and biological activities of 16alpha-derivatives of 5alpha-androstane-3alpha,17beta-diol as antiandrogens., Entry 2: Structural characterization of the human androgen receptor ligand-binding domain complexed with EM5744, a rationally designed steroidal ligand bearing a bulky chain directed toward helix 12., Entry 3: 3,3'-Disubstituted bipolar biphenyls as inhibitors of nuclear receptor coactivator binding., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, Entry 2: PUBLICATION, Entry 3: PUBLICATION, ","Entry 0: In our efforts to develop compounds with therapeutic potential as antiandrogens, we synthesized a series of 5alpha-androstane-3alpha,17beta-diol derivatives with a fixed side-chain length of 3-methylenes at C-16alpha, but bearing a diversity of functional groups at the end. Among these, the chloride induced the best antiproliferative activity on androgen-sensitive Shionogi cells. Substituting the OH at C-3 by a methoxy group showed the importance of the OH. Moreover, its transformation into a ketone increased the androgen receptor (AR) binding but decreased the antiproliferative activity and induced a proliferative effect on Shionogi cells. These results confirm the importance of keeping a 5alpha-androstane-3alpha,17beta-diol nucleus instead of a dihydrotestosterone nucleus. Variable side-chain lengths of 2-, 3-, 4-, and 6-methylenes at C-16alpha were investigated and the optimal length was found to be 3-methylenes. Although exhibiting a weak AR binding affinity, 16alpha-(3'-chloropropyl)-5alpha-androstane-3alpha,17beta-diol (15) provided an antiproliferative activity on Shionogi cells similar to that of pure non-steroidal antiandrogen hydroxy-flutamide (77% and 67%, respectively, at 0.1 microM). The new steroidal compound, 15, thus constitutes a good starting point for development of future antiandrogens with a therapeutic potential against prostate cancer., Entry 1: In our efforts to develop compounds with therapeutic potential as antiandrogens, we synthesized a series of 5alpha-androstane-3alpha,17beta-diol derivatives with a fixed side-chain length of 3-methylenes at C-16alpha, but bearing a diversity of functional groups at the end. Among these, the chloride induced the best antiproliferative activity on androgen-sensitive Shionogi cells. Substituting the OH at C-3 by a methoxy group showed the importance of the OH. Moreover, its transformation into a ketone increased the androgen receptor (AR) binding but decreased the antiproliferative activity and induced a proliferative effect on Shionogi cells. These results confirm the importance of keeping a 5alpha-androstane-3alpha,17beta-diol nucleus instead of a dihydrotestosterone nucleus. Variable side-chain lengths of 2-, 3-, 4-, and 6-methylenes at C-16alpha were investigated and the optimal length was found to be 3-methylenes. Although exhibiting a weak AR binding affinity, 16alpha-(3'-chloropropyl)-5alpha-androstane-3alpha,17beta-diol (15) provided an antiproliferative activity on Shionogi cells similar to that of pure non-steroidal antiandrogen hydroxy-flutamide (77% and 67%, respectively, at 0.1 microM). The new steroidal compound, 15, thus constitutes a good starting point for development of future antiandrogens with a therapeutic potential against prostate cancer., Entry 2: Antiandrogens are commonly used to treat androgen-dependent disorders. The currently used drugs unfortunately possess very weak affinity for the human AR (hAR), thus indicating the need to develop new high-affinity steroidal antiandrogens. Our compounds are specially designed to impede repositioning of the mobile carboxyl-terminal helix 12, which blocks the ligand-dependent transactivation function (AF-2) located in the AR ligand-binding domain (ARLBD). Using crystal structures of the hARLBD, we first found that H12 could be directly reached from the ligand-binding pocket (LBP) by a chain positioned on the C18 atom of an androgen steroid nucleus. A set of 5alpha-dihydrotestosterone-derived molecules bearing various C18 chains were thus synthesized and tested for their capacity to bind hAR and act as antagonists. Although most of those having very high affinity for hAR were agonists, several very potent antagonists were obtained, confirming the structural importance of the C18 chain. To understand the role of the C18 chain in their agonistic/antagonistic properties, the structure of the hARLBD complexed with one of these agonists, EM5744, was determined at a 1.65-A resolution. We have identified new interactions involving Gln(738), Met(742), and His(874) that explain both the high affinity of this compound and the inability of its bulky chain to prevent the repositioning of H12. This structural information will be helpful to refine the structure of the chains placed on the C18 atom to obtain efficient H12-directed steroidal antiandrogens., Entry 3: A series of bipolar biphenyl compounds was synthesized as proteomimetic analogs of the LXXLL penta-peptide motif responsible for the binding of coactivator proteins to the nuclear hormone receptor coactivator binding domain. These compounds were subjected to multiple in vitro assays to evaluate their effectiveness as competitive binding inhibitors. The results from this initial study indicate that these proteomimetics possess the ability to inhibit this protein-protein interaction., ",,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,C19H24O2,CHEMBL166444,20.0,97.0,100.0,100.0,,,,,
