comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
2378334,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,Cl.Cl.c1ccc(OCCc2ccc(CN3CCN(c4ccccc4)CC3)cc2)cc1,C25H30Cl2N2O,CHEMBL4471325,40.6,,,,,,,
2380622,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,COc1ccc(N2CCN(c3cc(=O)oc4c3ccc3ccccc34)CC2)cc1,C24H22N2O3,CHEMBL4473613,59.1,,,,,,,
2381779,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,Cc1ccc(Cl)cc1N1CCN(c2cc(=O)oc3c2ccc2ccccc23)CC1,C24H21ClN2O2,CHEMBL4474773,48.3,,,,,,,
2382790,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,COc1ccc(OCCc2ccc(CN3CCN(c4ccccc4)CC3)cc2)cc1.Cl.Cl,C26H32Cl2N2O2,CHEMBL4475784,67.1,,,,,,,
2383490,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,Cl.Cl.N#Cc1ccc(OCCc2ccc(CN3CCN(c4ccccc4)CC3)cc2)cc1,C26H29Cl2N3O,CHEMBL4476484,47.2,,,,,,,
2384185,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,O=c1cc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c2ccc3ccccc3c2o1,C30H24F2N2O2,CHEMBL4483375,70.3,,,,,,,
2391358,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,O=c1cc(N2CCN(c3ccccc3)CC2)c2ccc3ccccc3c2o1,C23H20N2O2,CHEMBL4519947,51.2,,,,,,,
2392892,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,O=c1cc(N2CCN(c3ccc(Br)cc3)CC2)c2ccc3ccccc3c2o1,C23H19BrN2O2,CHEMBL4521481,25.1,,,,,,,
2394905,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,Cl.Cl.Clc1ccc(OCCc2ccc(CN3CCN(c4ccccc4)CC3)cc2)cc1,C25H29Cl3N2O,CHEMBL4524474,32.4,,,,,,,
2406628,%,Inhibition,Not Active,BAO_0000201,% inhibition,2143217,AR (h) CEREP ligand profiling,B,,CHEMBL4886770,10.6019/CHEMBL4507259,,CHEMBL4507259,Data for DCP probe A-485,DATASET,"SGC Frankfurt donated chemical probe project: A-485 was donated by Abbvie. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-485. Control: A-486. References: 1. Lasko, Loren M, Clarissa G Jakob, Rohinton P Edalji, Wei Qiu, Debra Montgomery, Enrico L Digiammarino, T Matt Hansen, Roberto M Risi, Robin Frey, Vlasios Manaves, Bailin Shaw, Mikkel Algire, Paul Hessler, Lloyd T Lam, Tamar Uziel, Emily Faivre, Debra Ferguson, Fritz G Buchanan, Ruth L Martin, Maricel Torrent, Gary G Chiang, Kannan Karukurichi, J William Langston, Brian T Weinert, Chunaram Choudhary, Peter de Vries, John H Van Drie, David McElligott, Ed Kesicki, Ronen Marmorstein, Chaohong Sun, Philip A Cole, Saul H Rosenberg, Michael R Michaelides, Albert Lai, and Kenneth D Bromberg. 2017. ‘Discovery of a Selective Catalytic P300/CBP Inhibitor That Targets Lineage-Specific Tumours’. Nature 550(7674):128–32. PMID: 28953875.",,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,C25H24F4N4O5,CHEMBL4536197,4.0,,,,,,,
2409092,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,CCOc1ccccc1N1CCN(c2cc(=O)oc3c2ccc2ccccc23)CC1,C25H24N2O3,CHEMBL4538661,58.5,,,,,,,
2424132,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,Cl.Cl.FC(F)(F)c1ccc(OCCc2ccc(CN3CCN(c4ccccc4)CC3)cc2)cc1,C26H29Cl2F3N2O,CHEMBL4553704,48.2,,,,,,,
2425596,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,Cc1cc(C)cc(OCCc2ccc(CN3CCN(c4ccccc4)CC3)cc2)c1.Cl.Cl,C27H34Cl2N2O,CHEMBL4555168,16.7,,,,,,,
2428805,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,COc1ccccc1N1CCN(c2cc(=O)oc3c2ccc2ccccc23)CC1,C24H22N2O3,CHEMBL4558377,61.2,,,,,,,
2430071,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,N#Cc1ccc(N2CCN(c3cc(=O)oc4c3ccc3ccccc34)CC2)c(F)c1,C24H18FN3O2,CHEMBL4559643,30.2,,,,,,,
2432767,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,Cc1ccc(N2CCN(c3cc(=O)oc4c3ccc3ccccc34)CC2)cc1,C24H22N2O2,CHEMBL4562339,53.3,,,,,,,
2434551,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,O=c1cc(N2CCN(c3ccccc3Cl)CC2)c2ccc3ccccc3c2o1,C23H19ClN2O2,CHEMBL4564123,51.2,,,,,,,
2442937,%,Inhibition,,BAO_0000201,INH,1898312,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4400347,10.1016/j.bmc.2019.115081,31493989,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.",PUBLICATION,"Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.",,O=c1cc(N2CCN(c3ccc(F)cc3)CC2)c2ccc3ccccc3c2o1,C23H19FN2O2,CHEMBL4572506,43.5,,,,,,,
2444484,%,Inhibition,,BAO_0000201,INH,1811977,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,B,,CHEMBL4311437,10.1016/j.bmc.2018.11.029,30482547,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,PUBLICATION,"A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.",,Cl.Cl.N#Cc1ccccc1OCCc1ccc(CN2CCN(c3ccccc3)CC2)cc1,C26H29Cl2N3O,CHEMBL4574053,32.1,,,,,,,
