comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7
YOBUQGRUJZGIRC-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 65642, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, ",,"Entry 0: 479295, Entry 1: 479295, ","Entry 0: 22746350, Entry 1: 22746350, ","Entry 0: 6327, Entry 1: 6327, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/jm300233k, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2157978, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., ","InChI=1S/C13H14FNO/c14-11-7-3-1-5-9(11)13-10-6-2-4-8-12(10)16-15-13/h1,3,5,7,10,12H,2,4,6,8H2",0.71,-0.54,-5.6,17.0,,,,,,
YOGUBIPUPWJDNE-JDWSTYLZSA-N,%,Inhibition,,BAO_0000201,INH,,73992,Inhibition of DHT-mediated AR transactivation in human LNCaP cells at 10 uM after 18 hrs by luciferase reporter gene assay relative to control,,574540,23713567,4898,10.1021/jm400048v,CHEMBL2390857,Systematic structure modifications of multitarget prostate cancer drug candidate galeterone to produce novel androgen receptor down-regulating agents as an approach to treatment of advanced prostate cancer.,"Purushottamachar P, Godbole AM, Gediya LK, Martin MS, Vasaitis TS, Kwegyir-Afful AK, Ramalingam S, Ates-Alagoz Z, Njar VC.","As part of our program to explore the influence of small structural modifications of our drug candidate 3β-(hydroxy)-17-(1H-benzimidazol-1-yl)androsta-5,16-diene (galeterone, 5) on the modulation of the androgen receptor (AR), we have prepared and evaluated a series of novel C-3, C-16, and C-17 analogues. Using structure activity analysis, we established that the benzimidazole moiety at C-17 is essential and optimal and also that hydrophilic and heteroaromatic groups at C-3 enhance both antiproliferative (AP) and AR degrading (ARD) activities. The most potent antiproliferative compounds were 3β-(1H-imidazole-1-carboxylate)-17-(1H-benzimidazol-1-yl)androsta-5,16-diene (47), 3-((EZ)-hydroximino)-17-(1H-benzimidazol-1-yl)androsta-4,16-diene (36), and 3β-(pyridine-4-carboxylate)-17-(1H-benzimidazol-1-yl)androsta-5,16-diene (43), with GI50 values of 0.87, 1.91, and 2.57 μM, respectively. Compared to 5, compound 47 was 4- and 8-fold more potent with respect to AP and ARD activities, respectively. Importantly, we also discovered that our compounds, including 5, 36, 43, and 47, could degrade both full-length and truncated ARs in CWR22rv1 human prostate cancer cells. With these activities, they have potential for development as new drugs for the treatment of all forms of prostate cancer.","InChI=1S/C32H45N3O/c1-21(2)13-16-33-19-22-17-27-25-10-9-23-18-24(36)11-14-31(23,3)26(25)12-15-32(27,4)30(22)35-20-34-28-7-5-6-8-29(28)35/h5-9,20-21,24-27,33,36H,10-19H2,1-4H3/t24-,25+,26-,27-,31-,32-/m0/s1",0.35,0.78,65.0,,,,,,,
YPQLFJODEKMJEF-UHFFFAOYSA-N,%,Inhibition,,"Entry 0: BAO_0000201, Entry 1: BAO_0000201, ",INH,,"Entry 0: 65642, Entry 1: 75259, ","Entry 0: Displacement of [3H]R1881 from wild type human androgen receptor expressed in COS-1 cells co-transfected with pSG5 after 15 mins by scintillation assay relative to untreated control, Entry 1: Antagonist activity at androgen receptor in human MDA-kb2 cells assessed as inhibition of DHT-induced luciferase activity at 10 uM after 24 hrs by chemiluminescence assay relative to control, ",,"Entry 0: 479295, Entry 1: 603301, ","Entry 0: 22746350, Entry 1: 24900588, ","Entry 0: 6327, Entry 1: 941, ","Entry 0: 10.1021/jm300233k, Entry 1: 10.1021/ml4001744, ","Entry 0: CHEMBL2157978, Entry 1: CHEMBL2439974, ","Entry 0: Design, synthesis, and biological evaluation of nonsteroidal cycloalkane[d]isoxazole-containing androgen receptor modulators., Entry 1: Design and Synthesis of 4-(4-Benzoylaminophenoxy)phenol Derivatives As Androgen Receptor Antagonists., ","Entry 0: Poutiainen PK, Oravilahti T, Peräkylä M, Palvimo JJ, Ihalainen JA, Laatikainen R, Pulkkinen JT., Entry 1: Yamada A, Fujii S, Mori S, Kagechika H., ","Entry 0: We report here the design, preparation, and systematic evaluation of a novel cycloalkane[d]isoxazole pharmacophoric fragment-containing androgen receptor (AR) modulators. Cycloalkane[d]isoxazoles form new core structures that interact with the hydrophobic region of the AR ligand-binding domain. To systematize and rationalize the structure-activity relationship of the new fragment, we used molecular modeling to design a molecular library containing over 40 cycloalkane[d]isoxazole derivatives. The most potent compound, 4-(3a,4,5,6,7,7a-hexahydrobenzo[d]isoxazol-3-yl)-2-(trifluoromethyl)benzonitrile (6a), exhibits antiandrogenic activity significantly greater than that of the most widely used antiandrogenic prostate cancer drugs bicalutamide (1) and hydroxyflutamide (2) in reporter gene assays measuring the transcriptional activity of AR (decreasing approximately 90% of the total AR activity) and in competitive AR ligand-binding assays (showing over four times higher potency to inhibit radioligand binding in comparison to bicalutamide). Notably, 6a maintains its antiandrogenic activity with AR mutants W741L and T877A commonly observed and activated by bicalutamide and hydroxyflutamide, respectively, in prostate cancer patients., Entry 1: We report the design and synthesis of novel 4-(4-benzoylaminophenoxy)phenol derivatives that bind to the androgen receptor (AR) ligand-binding domain and exhibit potent androgen-antagonistic activity. Compound 22 is one of the most potent of these derivatives, inhibiting the dihydrotestosterone-promoted growth of SC-3 cell line bearing wild-type AR (IC50 0.75 μM), LNCaP cell line bearing T877A-mutated AR (IC50 0.043 μM), and 22Rv1 cell line bearing H874Y-mutated AR (IC50 0.22 μM). Structure-activity relationship studies confirmed that the pharmacophore of these novel AR antagonists is distinct from the nitro- or cyano-substituted anilide substructure of other nonsteroidal AR antagonists. This novel pharmacophore is expected to provide a basis for designing new antiprostate cancer agents., ","InChI=1S/C11H11F3N2O4/c1-10(2,18)9(17)15-6-3-4-8(16(19)20)7(5-6)11(12,13)14/h3-5,18H,1-2H3,(H,15,17)",0.66,-1.19,60.0,94.8,,,,,,
YRWMKDZCLZPEOC-BETUJISGSA-N,%,Inhibition,,BAO_0000201,INH,,60108,Antagonist activity at human AR overexpressed in human LNCAP cells at 1 uM by luciferase reporter gene assay in the presence of agonist R1881,In vitro,413238,21936524,7704,10.1021/jm201059s,CHEMBL1914419,Discovery of aryloxy tetramethylcyclobutanes as novel androgen receptor antagonists.,"Guo C, Linton A, Kephart S, Ornelas M, Pairish M, Gonzalez J, Greasley S, Nagata A, Burke BJ, Edwards M, Hosea N, Kang P, Hu W, Engebretsen J, Briere D, Shi M, Gukasyan H, Richardson P, Dack K, Underwood T, Johnson P, Morell A, Felstead R, Kuruma H, Matsimoto H, Zoubeidi A, Gleave M, Los G, Fanjul AN.","An aryloxy tetramethylcyclobutane was identified as a novel template for androgen receptor (AR) antagonists via cell-based high-throughput screening. Follow-up to the initial ""hit"" established 5 as a viable lead. Further optimization to achieve full AR antagonism led to the discovery of 26 and 30, both of which demonstrated excellent in vivo tumor growth inhibition upon oral administration in a castration-resistant prostate cancer (CRPC) animal model.","InChI=1S/C16H18F3NO2/c1-14(2)12(21)15(3,4)13(14)22-10-6-5-9(8-20)11(7-10)16(17,18)19/h5-7,12-13,21H,1-4H3/t12-,13+",0.90,-0.27,92.0,,,,,,,
YUQNMRLJWKHDHY-STQMWFEESA-N,%,Inhibition,,BAO_0000201,INH,,91408,Antagonist activity against pSG5-tagged human androgen receptor expressed in COS1 cells assessed as receptor-mediated testosterone-induced transcriptional activity at 10 uM by AR-regulated rat probasin promoter fragment driven firefly luciferase reporter assay (Rvb = 100 +/- 5.7%),,734722,25646649,1574,10.1021/jm501995n,CHEMBL3407333,Synthesis and biological evaluation of second-generation tropanol-based androgen receptor modulators.,"Sundén H, Holland MC, Poutiainen PK, Jääskeläinen T, Pulkkinen JT, Palvimo JJ, Olsson R.","To circumvent antiandrogen resistance in prostate cancer, antiandrogens effective for both the androgen receptor (AR) and AR mutants are required. The AR antagonists in this study originate from previous findings, which showed that subtle differences in substitution pattern lead to a conformational change that alters the ligand activity, rendering an agonist to an antagonist. We have identified small yet potent tropanol-based ligands possessing significant antiandrogenic activity with both wild-type AR and the two most common AR ligand binding domain (LBD) mutants.","InChI=1S/C16H17F3N2O/c1-15(22)7-12-4-5-13(8-15)21(12)11-3-2-10(9-20)14(6-11)16(17,18)19/h2-3,6,12-13,22H,4-5,7-8H2,1H3/t12-,13-/m0/s1",0.86,-0.55,27.8,,,,,,,
YVCWVZAWSOLVES-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,106877,Antagonist activity at androgen receptor (unknown origin) expressed in African green monkey COS7 cells assessed as inhibition of R1881-induced protein activation at 10 uM after 24 hrs by luciferase reporter gene assay relative to control,,,29117897,1344,10.1016/j.ejmech.2017.10.031,CHEMBL4138152,Exploring the tetrahydroisoquinoline thiohydantoin scaffold blockade the androgen receptor as potent anti-prostate cancer agents.,"Xu X, Ge R, Li L, Wang J, Lu X, Xue S, Chen X, Li Z, Bian J.","Prostate cancer (PC) is a major cause of cancer-related male death in worldwide and the identification of new and improved potent anti-PC molecules is constantly required. A novel scaffold of tetrahydroisoquinoline thiohydantoin was rationally designed based on the enzalutamide structures and our pre-work, leading to the discovery of a series of new antiproliferative compounds. Several new analogues displayed improved androgen receptor (AR) antagonistic activity, while maintaining the higher selective toxicity toward LNCaP cells (AR-rich) versus DU145 cells (AR-deficient) compared to enzalutamide. In fact, compound 55 exhibited promising in vitro antitumor activity by impairing AR unclear translocation. More importantly, 55 showed better pharmacokinetic properties compared to the compound 1 reported in our pre-work. These results demonstrate a step towards the development of novel and improved AR antagonists.","InChI=1S/C20H12Br2F3N3O2S/c1-30-17-14(21)4-10-5-15-18(29)28(19(31)27(15)8-12(10)16(17)22)11-3-2-9(7-26)13(6-11)20(23,24)25/h2-4,6,15H,5,8H2,1H3",0.46,-0.84,4.6,,,,,,,
ZCXXBAYGGRCFRB-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,110521,Antagonist activity at alpha1 androgen receptor (unknown origin) assessed as reduction in R1881-induced response at 10 uM by dual-luciferase reporter gene assay relative to control,,,30482547,143,10.1016/j.bmc.2018.11.029,CHEMBL4308898,Synthesis and biological evaluation of arylpiperazine derivatives as potential anti-prostate cancer agents.,"Chen H, Yu YZ, Tian XM, Wang CL, Qian YN, Deng ZA, Zhang JX, Lv DJ, Zhang HB, Shen JL, Yuan M, Zhao SC.","A novel scaffold of arylpiperazine derivatives was discovered as potent androgen receptor (AR) antagonist through rational drug designation based on our pre-work, leading to the discovery of a series of new antiproliferative compounds. Compounds 10, 16, 27, 29 and 31 exhibited relatively strong antagonistic potency against AR and exhibited potent AR binding affinities, while compounds 5, 6, 10, 14, 16, 19, 21, 27 and 31 exhibited strong cytotoxic activities against LNCaP cells (AR-rich) as well as also displayed the higher activities than finasteride toward PC-3 (AR-deficient) and DU145 (AR-deficient). Docking study suggested that the most potent antagonist 16 mainly bind to AR ligand binding pocket (LBP) site through hydrogen bonding interactions. The structure-activity relationship (SAR) of these designed arylpiperazine derivatives was rationally explored and discussed. These results indicated that the novel scaffold compounds demonstrated a step towards the development of novel and improved AR antagonists, and promising candidates for future development were identified.","InChI=1S/C26H26FN3O.2ClH/c27-25-18-23(19-28)10-11-26(25)31-17-12-21-6-8-22(9-7-21)20-29-13-15-30(16-14-29)24-4-2-1-3-5-24;;/h1-11,18H,12-17,20H2;2*1H",0.56,-1.64,24.5,,,,,,,
ZEWQUBUPAILYHI-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,Inhibition,,39253,Inhibition of wild type androgen receptor expressed in CV1 cells assessed as dihydrotestosterone-stimulated transactivation at 500 nM by CAT reporter gene assay,In vitro,,17606915,11932,10.1073/pnas.0609752104,CHEMBL1145525,Discovery of antiandrogen activity of nonsteroidal scaffolds of marketed drugs.,"Bisson WH, Cheltsov AV, Bruey-Sedano N, Lin B, Chen J, Goldberger N, May LT, Christopoulos A, Dalton JT, Sexton PM, Zhang XK, Abagyan R.","Finding good drug leads de novo from large chemical libraries, real or virtual, is not an easy task. High-throughput screening is often plagued by low hit rates and many leads that are toxic or exhibit poor bioavailability. Exploiting the secondary activity of marketed drugs, on the other hand, may help in generating drug leads that can be optimized for the observed side-effect target, while maintaining acceptable bioavailability and toxicity profiles. Here, we describe an efficient computational methodology to discover leads to a protein target from safe marketed drugs. We applied an in silico ""drug repurposing"" procedure for identification of nonsteroidal antagonists against the human androgen receptor (AR), using multiple predicted models of an antagonist-bound receptor. The library of marketed oral drugs was then docked into the best-performing models, and the 11 selected compounds with the highest docking score were tested in vitro for AR binding and antagonism of dihydrotestosterone-induced AR transactivation. The phenothiazine derivatives acetophenazine, fluphenazine, and periciazine, used clinically as antipsychotic drugs, were identified as weak AR antagonists. This in vitro biological activity correlated well with endocrine side effects observed in individuals taking these medications. Further computational optimization of phenothiazines, combined with in vitro screening, led to the identification of a nonsteroidal antiandrogen with improved AR antagonism and marked reduction in affinity for dopaminergic and serotonergic receptors that are the primary target of phenothiazine antipsychotics.","InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3",0.71,-1.51,2.8,,,,,,,
ZFPBUGBDMCWBQJ-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,113171,Antagonist activity at androgen receptor (unknown origin) assessed as inhibition of R1881-induced receptor transactivation at 10 uM by dual-luciferase reporter gene assay relative to control,,,31493989,115081,10.1016/j.bmc.2019.115081,CHEMBL4396966,"Synthesis, biological evaluation and molecular docking of 4-Amino-2H-benzo[h]chromen-2-one (ABO) analogs containing the piperazine moiety.","Chen H, Zhang J, Hu P, Qian Y, Li J, Shen J.","Prostate cancer (PCa) is a major cause of cancer-related male death in worldwide. To develop of potential anti-prostate cancer agents, 22 kinds of 4-Amino-2H-benzo[h]chromen-2-one analogs were designed and synthesized as potent androgen receptor (AR) antagonist through rational drug modification leading to the discovery of a series of novel antiproliferative compounds. Analogs (3, 4, 5, 7, 8, 10, 11, 12, 16, 18, 21, 23, and 24) exhibited potent antagonistic potency against AR (inhibition >50%), and exhibited potent AR binding affinities as well as displayed the higher activities than finasteride toward LNCaP cells (AR-rich) versus PC-3 cells (AR-deficient). Moreover, the docking study suggested that the most potent antagonist 23 mainly bind to AR ligand binding pocket (LBP) site through Van der Waals' force interactions. The structure-activity relationship (SAR) of these designed 4-Amino-2H-benzo[h]chromen-2-one analogs was rationally explored and discussed. Collectively, this work provides a potential lead compound for anticancer agent development related to prostate cancer therapy, and took a step forward towards the development of novel and improved AR antagonists.","InChI=1S/C24H22N2O3/c1-28-19-9-7-18(8-10-19)25-12-14-26(15-13-25)22-16-23(27)29-24-20-5-3-2-4-17(20)6-11-21(22)24/h2-11,16H,12-15H2,1H3",0.39,-0.50,59.1,,,,,,,
ZGNZGWOUBSESBG-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,ANTAGONIST,120355,Antagonist activity at androgen receptor (unknown origin) transfected in COS7 cells cotransfected with pMMTV-LUC vector and pRL-SV4 assessed as inhibition of AR transcriptional activity at 10 uM incubated for 24 hrs by dual luciferase reporter gene assay relative to control,,,33756125,113376,10.1016/j.ejmech.2021.113376,CHEMBL4814014,Identification of novel androgen receptor degrading agents to treat advanced prostate cancer.,"Wu H, Ren J, Zhao L, Li Z, Ye W, Yang Y, Wang J, Bian J.","Prostate cancer (PCa) is one of the most common malignancies affecting men worldwide. Androgen receptor (AR) has been a target of PCa treatment for nearly six decades. AR antagonists/degraders can effectively treat PCa caused by increased AR overexpression. However, all approved AR antagonists have similar chemical structures and exhibit the same mode of action on the protein. Although initially effective, resistance to these AR antagonists usually develops. Therefore, this calls for the identification of novel chemical structures of AR antagonists to overcome the resistance. Herein, we employed the synergetic combination of virtual and experimental screening to identify a flavonoid compound which not only effectively inhibits AR transcriptional activity, but also induces the degradation of the protein. Based on this compound, we designed and synthesized a series of derivatives. We discovered that the most potent compound 10e could effectively inhibit AR transcriptional activity, and possessed a profound ability to cause degradation of both full length- and ARv7 truncated forms of human AR. Notably, 10e efficiently inhibited the growth of ARv7 dependent prostate cancer cell-lines, which are completely resistant to all current anti-androgens. Compound 10e also showed strong antitumor activity in the LNCaP (androgen dependent prostate cancer cell line) in vivo xenograft model. These results provide a foundation for the development of a new class of AR antagonists.","InChI=1S/C25H29N3O6/c1-15(2)33-23-21(32-3)14-19(30)22-18(29)13-20(34-24(22)23)16-5-7-17(8-6-16)27-25(31)28-11-4-9-26-10-12-28/h5-8,13-15,26,30H,4,9-12H2,1-3H3,(H,27,31)",0.52,-0.12,60.7,,,,,,,
ZGUPKATVJOESLB-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,43799,Displacement of [3H]testosterone from wild type human androgen receptor at 3 uM,,,18571420,6812,10.1016/j.bmc.2008.05.063,CHEMBL1155056,4-(Anilino)pyrrole-2-carboxamides: Novel non-steroidal/non-anilide type androgen antagonists effective upon human prostate tumor LNCaP cells with mutated nuclear androgen receptor.,"Wakabayashi K, Imai K, Miyachi H, Hashimoto Y, Tanatani A.","Various 4-(anilino)pyrrole-2-carboxamides were designed and synthesized as novel androgen receptor (AR) antagonists without steroidal or anilide structure, based on our strategy for developing full antagonists of nuclear receptors. Introduction of a bulky N-alkyl group, such as a cyclohexylmethyl or benzyl group, increased the binding affinity for wild-type AR and the potency for growth inhibition of androgen-dependent SC-3 cells. Among the compounds obtained, N-[4-[(benzyl)(4-nitrophenyl)amino]-1-methylpyrrole-2-carbonyl]pyrrolidine (22) is as potent an AR antagonist as the typical anilide-type AR antagonists hydroxyflutamide and bicalutamide. Further, compound 22 had potent binding affinity for T877A mutated AR, and dose-dependently inhibited the testosterone-induced production of prostate-specific antigen in LNCaP cells bearing T877A AR.","InChI=1S/C25H29N3O/c1-19-13-20(2)15-22(14-19)28(17-21-9-5-4-6-10-21)23-16-24(26(3)18-23)25(29)27-11-7-8-12-27/h4-6,9-10,13-16,18H,7-8,11-12,17H2,1-3H3",0.60,-1.02,20.0,,,,,,,
ZINANPBTYXTOHR-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,99838,Antagonist activity at GAL4 DBD-fused androgen receptor LBD (unknown origin) transfected in UAS-bla GripTite 293 cells assessed as inhibition of R1881-induced receptor activation at 10 uM after 16 to 24 hrs by beta-lactamase reporter gene assay,,843668,27301368,3640,10.1016/j.bmcl.2016.06.001,CHEMBL3826911,"Rational design and synthesis of novel anti-prostate cancer agents bearing a 3,5-bis-trifluoromethylphenyl moiety.","Ferla S, Bassetto M, Pertusati F, Kandil S, Westwell AD, Brancale A, McGuigan C.","Prostate cancer is a major cause of male death worldwide and the identification of new and improved treatments is constantly required. Among the available options, different non-steroidal androgen receptor (AR) antagonists are approved also to treat castration-resistant forms. Most of these drugs show limited application due to the development of resistant mutants of their biological target. Following docking-based studies on a homology model for the AR open antagonist conformation, a series of novel 3,5-bis-trifluoromethylphenyl compounds was designed with the aim to improve the antiproliferative activity of anti-androgen drugs bicalutamide and enzalutamide. The new structural modifications might impede the receptor to adopt its closed agonist conformation also in the presence of adaptive mutations. Among the novel compounds synthesised, several displayed significantly improved in vitro activity in comparison with the parent structures, with IC50 values in the low micromolar range against four different prostate cancer cell lines (LNCaP, VCaP, DU-145, 22Rv1). Selected hits demonstrated full AR antagonistic behaviour and promising candidates for further development were identified.","InChI=1S/C19H13F9N2O4S/c1-16(32,8-35-12-5-9(17(20,21)22)4-10(6-12)18(23,24)25)15(31)29-11-2-3-14(30(33)34)13(7-11)19(26,27)28/h2-7,32H,8H2,1H3,(H,29,31)",0.20,-1.00,90.0,,,,,,,
ZKOIQXJOUSYFPB-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,ANTAGONIST,120355,Antagonist activity at androgen receptor (unknown origin) transfected in COS7 cells cotransfected with pMMTV-LUC vector and pRL-SV4 assessed as inhibition of AR transcriptional activity at 10 uM incubated for 24 hrs by dual luciferase reporter gene assay relative to control,,,33756125,113376,10.1016/j.ejmech.2021.113376,CHEMBL4814014,Identification of novel androgen receptor degrading agents to treat advanced prostate cancer.,"Wu H, Ren J, Zhao L, Li Z, Ye W, Yang Y, Wang J, Bian J.","Prostate cancer (PCa) is one of the most common malignancies affecting men worldwide. Androgen receptor (AR) has been a target of PCa treatment for nearly six decades. AR antagonists/degraders can effectively treat PCa caused by increased AR overexpression. However, all approved AR antagonists have similar chemical structures and exhibit the same mode of action on the protein. Although initially effective, resistance to these AR antagonists usually develops. Therefore, this calls for the identification of novel chemical structures of AR antagonists to overcome the resistance. Herein, we employed the synergetic combination of virtual and experimental screening to identify a flavonoid compound which not only effectively inhibits AR transcriptional activity, but also induces the degradation of the protein. Based on this compound, we designed and synthesized a series of derivatives. We discovered that the most potent compound 10e could effectively inhibit AR transcriptional activity, and possessed a profound ability to cause degradation of both full length- and ARv7 truncated forms of human AR. Notably, 10e efficiently inhibited the growth of ARv7 dependent prostate cancer cell-lines, which are completely resistant to all current anti-androgens. Compound 10e also showed strong antitumor activity in the LNCaP (androgen dependent prostate cancer cell line) in vivo xenograft model. These results provide a foundation for the development of a new class of AR antagonists.","InChI=1S/C22H23NO7S/c1-12(2)29-21-19(28-3)11-17(25)20-16(24)10-18(30-22(20)21)13-4-6-14(7-5-13)23-31(26,27)15-8-9-15/h4-7,10-12,15,23,25H,8-9H2,1-3H3",0.57,0.11,64.2,,,,,,,
ZMEGJWWPDKBOER-UHFFFAOYSA-N,%,Inhibition,,BAO_0000201,INH,,118568,Inhibition of androgen receptor (unknown origin) at 10 uM relative to control,,,30721053,2771,10.1021/acs.jmedchem.9b00062,CHEMBL4706479,Novel Aryloxyethyl Derivatives of 1-(1-Benzoylpiperidin-4-yl)methanamine as the Extracellular Regulated Kinases 1/2 (ERK1/2) Phosphorylation-Preferring Serotonin 5-HT Receptor-Biased Agonists with Robust Antidepressant-like Activity.,"Sniecikowska J,Gluch-Lutwin M,Bucki A,Więckowska A,Siwek A,Jastrzebska-Wiesek M,Partyka A,Wilczyńska D,Pytka K,Pociecha K,Cios A,Wyska E,Wesołowska A,Pawłowski M,Varney MA,Newman-Tancredi A,Kolaczkowski M","Novel 1-(1-benzoylpiperidin-4-yl)methanamine derivatives were designed as ""biased agonists"" of serotonin 5-HT receptors. The compounds were tested in signal transduction assays (ERK1/2 phosphorylation, cAMP inhibition, Ca mobilization, and β-arrestin recruitment) which identified ERK1/2 phosphorylation-preferring aryloxyethyl derivatives. The novel series showed high 5-HT receptor affinity, >1000-fold selectivity versus noradrenergic α, dopamine D, serotonin 5-HT, histamine H, and muscarinic M receptors, and favorable druglike properties (CNS-MPO, Fsp, LELP). The lead structure, (3-chloro-4-fluorophenyl)(4-fluoro-4-(((2-(pyridin-2-yloxy)ethyl)amino)methyl)piperidin-1-yl)methanone (17, NLX-204), displayed high selectivity in the SafetyScreen44 panel (including hERG channel), high solubility, metabolic stability, and Caco-2 penetration and did not block CYP3A4, CYP2D6 isoenzymes, or P-glycoprotein. Preliminary in vivo studies confirmed its promising pharmacokinetic profile. 17 also robustly stimulated ERK1/2 phosphorylation in rat cortex and showed highly potent (MED = 0.16 mg/kg) and efficacious antidepressant-like activity, totally eliminating immobility in the rat Porsolt test. These data suggest that the present 5-HT receptor-biased agonists could constitute promising antidepressant drug candidates.","InChI=1S/C20H22ClF2N3O2/c21-16-13-15(4-5-17(16)22)19(27)26-10-6-20(23,7-11-26)14-24-9-12-28-18-3-1-2-8-25-18/h1-5,8,13,24H,6-7,9-12,14H2",0.71,-1.78,-20.5,,,,,,,
