comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25
VKTKNQNJFOZBEQ-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,3638,Agonist activity to the human androgen receptor (hAR) in CV-1 cells,,,10340624,1340,10.1016/s0960-894x(99)00186-9,CHEMBL1132051,"4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists.","Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK.","A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C17H19F3N2O/c1-9(2)5-10-3-4-21-14-8-15-12(6-11(10)14)13(17(18,19)20)7-16(23)22-15/h6-10,21H,3-5H2,1-2H3,(H,22,23)",0.83,-0.04,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
VMIFYNGSOUKLCZ-QUBYGPBYSA-N,nM,EC50,,BAO_0000188,EC50,,104781,Agonist activity at human AR expressed in African green monkey COS7 cells after 24 hrs by luciferase reporter gene assay,,,28454849,3349,10.1016/j.bmc.2017.04.018,CHEMBL4020736,Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs) Part III: Discovery of 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2f as a clinical candidate.,"Aikawa K, Asano M, Ono K, Habuka N, Yano J, Wilson K, Fujita H, Kandori H, Hara T, Morimoto M, Santou T, Yamaoka M, Nakayama M, Hasuoka A.","We previously reported that 4-(pyrrolidin-1-yl)benzonitrile derivative 1b was a selective androgen receptor modulator (SARM) that exhibited anabolic effects on organs such as muscles and the central nervous system (CNS), but neutral effects on the prostate. From further modification, we identified that 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2a showed strong AR binding affinity with improved metabolic stabilities. Based on these results, we tried to enhance the AR agonistic activities by modifying the substituents of the 5-oxopyrrolidine ring. As a consequence, we found that 4-[(2S,3S)-2-ethyl-3-hydroxy-5-oxopyrrolidin-1-yl]-2-(trifluoromethyl)benzonitrile (2f) had ideal SARM profiles in Hershberger assay and sexual behavior induction assay. Furthermore, 2f showed good pharmacokinetic profiles in rats, dogs, monkeys, excellent nuclear selectivity and acceptable toxicological profiles. We also determined its binding mode by obtaining the co-crystal structures with AR.","InChI=1S/C12H9ClF2N2O2/c1-6-10(18)12(14,15)11(19)17(6)8-3-2-7(5-16)9(13)4-8/h2-4,6,10,18H,1H3/t6-,10+/m0/s1",0.86,-1.04,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
VNLTWJIWEYPBIF-KMSLUKAPSA-N,nM,EC50,,BAO_0000188,EC50,,107291,Agonist activity at AR (unknown origin) expressed in human LNCaP cells incubated for 20 hrs by luciferase reporter gene assay,,,30091920,7784,10.1021/acs.jmedchem.8b00743,CHEMBL4145686,Discovery of a Potent and Selective Steroidal Glucocorticoid Receptor Antagonist (ORIC-101).,"Rew Y, Du X, Eksterowicz J, Zhou H, Jahchan N, Zhu L, Yan X, Kawai H, McGee LR, Medina JC, Huang T, Chen C, Zavorotinskaya T, Sutimantanapi D, Waszczuk J, Jackson E, Huang E, Ye Q, Fantin VR, Sun D.","The glucocorticoid receptor (GR) has been linked to therapy resistance across a wide range of cancer types. Preclinical data suggest that antagonists of this nuclear receptor may enhance the activity of anticancer therapy. The first-generation GR antagonist mifepristone is currently undergoing clinical evaluation in various oncology settings. Structure-based modification of mifepristone led to the discovery of ORIC-101 (28), a highly potent steroidal GR antagonist with reduced androgen receptor (AR) agonistic activity amenable for dosing in androgen receptor positive tumors and with improved CYP2C8 and CYP2C9 inhibition profile to minimize drug-drug interaction potential. Unlike mifepristone, 28 could be codosed with chemotherapeutic agents readily metabolized by CYP2C8 such as paclitaxel. Furthermore, 28 demonstrated in vivo antitumor activity by enhancing response to chemotherapy in the GR+ OVCAR5 ovarian cancer xenograft model. Clinical evaluation of safety and therapeutic potential of 28 is underway.","InChI=1S/C34H47NO2/c1-22(2)35(7)25-11-8-23(9-12-25)29-21-33(6)30(16-17-34(33,37)19-18-32(3,4)5)28-14-10-24-20-26(36)13-15-27(24)31(28)29/h8-9,11-12,20,22,27-31,37H,10,13-17,21H2,1-7H3/t27-,28-,29+,30-,31+,33-,34+/m0/s1",0.45,0.90,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
VOWDUOFKUPTYTR-VBNZEHGJSA-N,nM,EC50,,BAO_0000188,EC50,,90725,Agonist activity at human androgen receptor expressed in mouse C2C12 cells by androgen-specific response element-driven luciferase reporter gene assay,,702126,25121964,7411,10.1021/jm5009049,CHEMBL3351728,"3-alkoxy-pyrrolo[1,2-b]pyrazolines as selective androgen receptor modulators with ideal physicochemical properties for transdermal administration.","Ullrich T, Sasmal S, Boorgu V, Pasagadi S, Cheera S, Rajagopalan S, Bhumireddy A, Shashikumar D, Chelur S, Belliappa C, Pandit C, Krishnamurthy N, Mukherjee S, Ramanathan A, Ghadiyaram C, Ramachandra M, Santos PG, Lagu B, Bock MG, Perrone MH, Weiler S, Keller H.","We describe the synthesis and characterization of 3-alkoxy-pyrrolo[1,2-b]pyrazolines as novel selective androgen receptor (AR) modulators that possess excellent physicochemical properties for transdermal administration. Compound 26 bound to human AR with an IC50 of 0.7 nM with great selectivity over other nuclear hormone receptors and potently activated AR in a C2C12 muscle cell reporter gene assay with an EC50 of 0.5 nM. It showed high aqueous solubility of 1.3 g/L at pH 7.4, and an in silico model as well as a customized parallel artificial membrane permeability assay indicated good skin permeation. Indeed, when measuring skin permeation through excised human skin, an excellent flux of 2 μg/(cm(2)·h) was determined without any permeation enhancers. In a 2 week Hershberger model using castrated rats, the compound showed dose-dependent effects fully restoring skeletal muscle weight at 0.3 mg/kg/day after subcutaneous administration with high selectivity over prostate stimulation.","InChI=1S/C16H18ClN3O2/c1-3-22-16-14(19-20-7-6-12(21)15(16)20)11-5-4-10(8-18)13(17)9(11)2/h4-5,12,15-16,21H,3,6-7H2,1-2H3/t12-,15-,16+/m0/s1",0.93,0.00,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
VPFJZDXODRIHHJ-GAXVQCDJSA-N,nM,EC50,,BAO_0000188,EC50,,107291,Agonist activity at AR (unknown origin) expressed in human LNCaP cells incubated for 20 hrs by luciferase reporter gene assay,,,30091920,7784,10.1021/acs.jmedchem.8b00743,CHEMBL4145686,Discovery of a Potent and Selective Steroidal Glucocorticoid Receptor Antagonist (ORIC-101).,"Rew Y, Du X, Eksterowicz J, Zhou H, Jahchan N, Zhu L, Yan X, Kawai H, McGee LR, Medina JC, Huang T, Chen C, Zavorotinskaya T, Sutimantanapi D, Waszczuk J, Jackson E, Huang E, Ye Q, Fantin VR, Sun D.","The glucocorticoid receptor (GR) has been linked to therapy resistance across a wide range of cancer types. Preclinical data suggest that antagonists of this nuclear receptor may enhance the activity of anticancer therapy. The first-generation GR antagonist mifepristone is currently undergoing clinical evaluation in various oncology settings. Structure-based modification of mifepristone led to the discovery of ORIC-101 (28), a highly potent steroidal GR antagonist with reduced androgen receptor (AR) agonistic activity amenable for dosing in androgen receptor positive tumors and with improved CYP2C8 and CYP2C9 inhibition profile to minimize drug-drug interaction potential. Unlike mifepristone, 28 could be codosed with chemotherapeutic agents readily metabolized by CYP2C8 such as paclitaxel. Furthermore, 28 demonstrated in vivo antitumor activity by enhancing response to chemotherapy in the GR+ OVCAR5 ovarian cancer xenograft model. Clinical evaluation of safety and therapeutic potential of 28 is underway.","InChI=1S/C34H43NO3/c1-32(2,3)15-16-34(37)14-13-30-28-11-7-24-21-26(36)10-12-27(24)31(28)29(22-33(30,34)4)23-5-8-25(9-6-23)35-17-19-38-20-18-35/h5-6,8-9,21,28-30,37H,7,10-14,17-20,22H2,1-4H3/t28-,29+,30-,33-,34+/m0/s1",0.48,0.65,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
VTJLXJXJVXLGCX-ZCFIWIBFSA-N,nM,EC50,,BAO_0000188,EC50,,3036,Agonistic activity (EC50) against human androgen receptor (hAR) in co-transfected CV-1 cell,,,9871534,750,10.1016/s0960-894x(98)00107-3,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.","Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK.","A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.","InChI=1S/C13H11F3N2O/c1-6-5-17-10-4-11-8(2-7(6)10)9(13(14,15)16)3-12(19)18-11/h2-4,6,17H,5H2,1H3,(H,18,19)/t6-/m1/s1",0.77,-0.30,62.0,,,,,,,,,,,,,,,,,,,,,,,,,
VTRALRXIBUAIMP-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,3577,In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells.,,,10230628,1008,10.1016/s0960-894x(99)00118-3,CHEMBL1132082,"Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one.","Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK.","A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone.","InChI=1S/C16H16F3NO2/c1-2-3-9-4-5-20-13-8-14-11(6-10(9)13)12(16(17,18)19)7-15(21)22-14/h6-9,20H,2-5H2,1H3",0.83,0.19,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
VUCMAAXWLOSQPX-VAVYLYDRSA-N,nM,EC50,,BAO_0000188,EC50,,74337,Agonist activity at androgen receptor (unknown origin) by NH Pro assay,,584544,23777778,4392,10.1016/j.bmcl.2013.05.077,CHEMBL2407028,Discovery of novel oxazolidinedione derivatives as potent and selective mineralocorticoid receptor antagonists.,"Yang C, Shen HC, Wu Z, Chu HD, Cox JM, Balsells J, Crespo A, Brown P, Zamlynny B, Wiltsie J, Clemas J, Gibson J, Contino L, Lisnock J, Zhou G, Garcia-Calvo M, Bateman T, Xu L, Tong X, Crook M, Sinclair P.","Novel oxazolidinedione analogs were discovered as potent and selective mineralocorticoid receptor (MR) antagonists. Structure-activity relationship (SAR) studies were focused on improving the potency and microsomal stability. Selected compounds demonstrated excellent MR activity, reasonable nuclear hormone receptor selectivity, and acceptable rat pharmacokinetics.","InChI=1S/C29H28N2O6/c1-35-22-14-20(15-23(16-22)36-2)18-30-26(32)29(17-19-8-4-3-5-9-19)27(33)31(28(34)37-29)25-13-12-21-10-6-7-11-24(21)25/h3-11,14-16,25H,12-13,17-18H2,1-2H3,(H,30,32)/t25-,29-/m1/s1",0.47,-0.15,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,
VVOLULWSSXEMRK-FQEVSTJZSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 82381, Entry 1: 82381, ","Entry 0: Agonist activity at human AR expressed in CV1 cells after 17 hrs by luciferase reporter gene assay, Entry 1: Binding affinity to human AR NTD (1 to 561 aa) expressed in CV1 cells coexpressing human AR-LBD (644-919 aa) assessed as N/C-termini interaction by androgenic assay, ",,"Entry 0: 660157, Entry 1: 660158, ","Entry 0: 24527807, Entry 1: 24527807, ","Entry 0: 2471, Entry 1: 2471, ","Entry 0: 10.1021/jm401625b, Entry 1: 10.1021/jm401625b, ","Entry 0: CHEMBL3232788, Entry 1: CHEMBL3232788, ","Entry 0: 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators., Entry 1: 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators., ","Entry 0: Piatnitski Chekler EL, Unwalla R, Khan TA, Tangirala RS, Johnson M, St Andre M, Anderson JT, Kenney T, Chiparri S, McNally C, Kilbourne E, Thompson C, Nagpal S, Weber G, Schelling S, Owens J, Morris CA, Powell D, Verhoest PR, Gilbert AM., Entry 1: Piatnitski Chekler EL, Unwalla R, Khan TA, Tangirala RS, Johnson M, St Andre M, Anderson JT, Kenney T, Chiparri S, McNally C, Kilbourne E, Thompson C, Nagpal S, Weber G, Schelling S, Owens J, Morris CA, Powell D, Verhoest PR, Gilbert AM., ","Entry 0: We present a novel series of selective androgen receptor modulators (SARMs) which shows excellent biological activity and physical properties. 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)-indoline-4-carbonitriles showed potent binding to the androgen receptor (AR) and activated AR-mediated transcription in vitro. Representative compounds demonstrated diminished activity in promoting the intramolecular interaction between the AR carboxyl (C) and amino (N) termini. This N/C-termini interaction is a biomarker assay for the undesired androgenic responses in vivo. In orchidectomized rats, daily administration of a lead compound from this series showed anabolic activity by increasing levator ani muscle weight. Importantly, minimal androgenic effects (increased tissue weights) were observed in the prostate and seminal vesicles, along with minimal repression of circulating luteinizing hormone (LH) levels and no change in the lipid and triglyceride levels. This lead compound completed a two week rat toxicology study, and was well tolerated at doses up to 100 mg/kg/day, the highest dose tested, for 14 consecutive days., Entry 1: We present a novel series of selective androgen receptor modulators (SARMs) which shows excellent biological activity and physical properties. 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)-indoline-4-carbonitriles showed potent binding to the androgen receptor (AR) and activated AR-mediated transcription in vitro. Representative compounds demonstrated diminished activity in promoting the intramolecular interaction between the AR carboxyl (C) and amino (N) termini. This N/C-termini interaction is a biomarker assay for the undesired androgenic responses in vivo. In orchidectomized rats, daily administration of a lead compound from this series showed anabolic activity by increasing levator ani muscle weight. Importantly, minimal androgenic effects (increased tissue weights) were observed in the prostate and seminal vesicles, along with minimal repression of circulating luteinizing hormone (LH) levels and no change in the lipid and triglyceride levels. This lead compound completed a two week rat toxicology study, and was well tolerated at doses up to 100 mg/kg/day, the highest dose tested, for 14 consecutive days., ","InChI=1S/C20H19ClN2O4/c1-20(25,12-27-17-7-6-14(21)10-18(17)26-2)19(24)23-9-8-15-13(11-22)4-3-5-16(15)23/h3-7,10,25H,8-9,12H2,1-2H3/t20-/m0/s1",0.85,-1.03,17.1,10000.0,,,,,,,,,,,,,,,,,,,,,,,,
VXYMFUUOLVWDBC-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,36333,Agonist activity at human AR,,,17267219,1531,10.1016/j.bmcl.2007.01.001,CHEMBL1147033,Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones.,"van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L.",A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity.,"InChI=1S/C16H16F6N2O/c1-9(2)11-6-14(25)23-13-4-3-10(5-12(11)13)24(7-15(17,18)19)8-16(20,21)22/h3-6,9H,7-8H2,1-2H3,(H,23,25)",0.80,-0.83,9.1,,,,,,,,,,,,,,,,,,,,,,,,,
VZSVJVAQPBGLNI-MOPGFXCFSA-N,nM,EC50,,BAO_0000188,EC50,,114343,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,,,27563404,790,10.1021/acsmedchemlett.6b00186,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,"Johnson JK, Skoda EM, Zhou J, Parrinello E, Wang D, O'Malley K, Eyer BR, Kazancioglu M, Eisermann K, Johnston PA, Nelson JB, Wang Z, Wipf P.","After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.","InChI=1S/C21H24N2O/c1-16-7-5-6-10-20(16)22-11-13-23(14-12-22)21(24)19-15-18(19)17-8-3-2-4-9-17/h2-10,18-19H,11-15H2,1H3/t18-,19+/m1/s1",0.86,-1.15,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,
VZSVJVAQPBGLNI-OALUTQOASA-N,nM,EC50,,BAO_0000188,EC50,,114343,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,,,27563404,790,10.1021/acsmedchemlett.6b00186,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,"Johnson JK, Skoda EM, Zhou J, Parrinello E, Wang D, O'Malley K, Eyer BR, Kazancioglu M, Eisermann K, Johnston PA, Nelson JB, Wang Z, Wipf P.","After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.","InChI=1S/C21H24N2O/c1-16-7-5-6-10-20(16)22-11-13-23(14-12-22)21(24)19-15-18(19)17-8-3-2-4-9-17/h2-10,18-19H,11-15H2,1H3/t18-,19-/m0/s1",0.86,-1.15,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,
VZTAHXYHOJAXAZ-UHFFFAOYSA-N,nM,EC50,,BAO_0000188,EC50,,3638,Agonist activity to the human androgen receptor (hAR) in CV-1 cells,,,10340624,1340,10.1016/s0960-894x(99)00186-9,CHEMBL1132051,"4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists.","Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK.","A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy.","InChI=1S/C16H17F3N2O/c1-8(2)9-3-4-20-13-7-14-11(5-10(9)13)12(16(17,18)19)6-15(22)21-14/h5-9,20H,3-4H2,1-2H3,(H,21,22)",0.81,-0.03,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
WDOJWYWEVVIODK-SNVBAGLBSA-N,nM,EC50,,BAO_0000188,EC50,,37738,Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay,In vitro,,17703938,5446,10.1016/j.bmcl.2007.07.034,CHEMBL1139788,"Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones.","Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L.","A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action.","InChI=1S/C18H21F3N2O3/c1-4-10-8-26-16-13(23(10)9-17(2,3)25)6-5-12-15(16)11(18(19,20)21)7-14(24)22-12/h5-7,10,25H,4,8-9H2,1-3H3,(H,22,24)/t10-/m1/s1",0.87,-0.35,300.0,,,,,,,,,,,,,,,,,,,,,,,,,
WDRIFNRAGUVDQZ-BDAKNGLRSA-N,nM,EC50,,BAO_0000188,EC50,,3578,Agonistic activity against human androgen receptor (hAR) expressed in CV-1 cell lines,,,10230629,1012,10.1016/s0960-894x(99)00119-5,CHEMBL1132083,"Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone.","Zhi L, Tegley CM, Marschke KB, Jones TK.","New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay.","InChI=1S/C16H17F3N2O/c1-3-9-4-10-5-11-12(16(17,18)19)6-15(22)21-14(11)7-13(10)20-8(9)2/h5-9,20H,3-4H2,1-2H3,(H,21,22)/t8-,9+/m1/s1",0.82,-0.04,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
WDRIFNRAGUVDQZ-RKDXNWHRSA-N,nM,EC50,,BAO_0000188,EC50,,3578,Agonistic activity against human androgen receptor (hAR) expressed in CV-1 cell lines,,,10230629,1012,10.1016/s0960-894x(99)00119-5,CHEMBL1132083,"Switching androgen receptor antagonists to agonists by modifying C-ring substituents on piperidino[3,2-g]quinolinone.","Zhi L, Tegley CM, Marschke KB, Jones TK.","New nonsteroidal human androgen receptor (hAR) agonists were developed from an hAR antagonist pharmacophore, 2(1H)-piperidino[3,2-g]quinolinone. (+/-)-trans-7,8-Diethyl-4-trifluoromethyl-2(H)-piperidino-[3,2-g]quinoli none was synthesized and demonstrated potent hAR agonist activity (EC50=3 nM) in the cell-based cotransfection assay and high binding affinity (Ki=16 nM) in the competitive receptor binding assay.","InChI=1S/C16H17F3N2O/c1-3-9-4-10-5-11-12(16(17,18)19)6-15(22)21-14(11)7-13(10)20-8(9)2/h5-9,20H,3-4H2,1-2H3,(H,21,22)/t8-,9-/m1/s1",0.82,-0.04,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
WDYAMQDMOIBNMY-FQEVSTJZSA-N,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,,"Entry 0: 82381, Entry 1: 82381, ","Entry 0: Agonist activity at human AR expressed in CV1 cells after 17 hrs by luciferase reporter gene assay, Entry 1: Binding affinity to human AR NTD (1 to 561 aa) expressed in CV1 cells coexpressing human AR-LBD (644-919 aa) assessed as N/C-termini interaction by androgenic assay, ",,"Entry 0: 660157, Entry 1: 660158, ","Entry 0: 24527807, Entry 1: 24527807, ","Entry 0: 2471, Entry 1: 2471, ","Entry 0: 10.1021/jm401625b, Entry 1: 10.1021/jm401625b, ","Entry 0: CHEMBL3232788, Entry 1: CHEMBL3232788, ","Entry 0: 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators., Entry 1: 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)indoline-4-carbonitrile derivatives as potent and tissue selective androgen receptor modulators., ","Entry 0: Piatnitski Chekler EL, Unwalla R, Khan TA, Tangirala RS, Johnson M, St Andre M, Anderson JT, Kenney T, Chiparri S, McNally C, Kilbourne E, Thompson C, Nagpal S, Weber G, Schelling S, Owens J, Morris CA, Powell D, Verhoest PR, Gilbert AM., Entry 1: Piatnitski Chekler EL, Unwalla R, Khan TA, Tangirala RS, Johnson M, St Andre M, Anderson JT, Kenney T, Chiparri S, McNally C, Kilbourne E, Thompson C, Nagpal S, Weber G, Schelling S, Owens J, Morris CA, Powell D, Verhoest PR, Gilbert AM., ","Entry 0: We present a novel series of selective androgen receptor modulators (SARMs) which shows excellent biological activity and physical properties. 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)-indoline-4-carbonitriles showed potent binding to the androgen receptor (AR) and activated AR-mediated transcription in vitro. Representative compounds demonstrated diminished activity in promoting the intramolecular interaction between the AR carboxyl (C) and amino (N) termini. This N/C-termini interaction is a biomarker assay for the undesired androgenic responses in vivo. In orchidectomized rats, daily administration of a lead compound from this series showed anabolic activity by increasing levator ani muscle weight. Importantly, minimal androgenic effects (increased tissue weights) were observed in the prostate and seminal vesicles, along with minimal repression of circulating luteinizing hormone (LH) levels and no change in the lipid and triglyceride levels. This lead compound completed a two week rat toxicology study, and was well tolerated at doses up to 100 mg/kg/day, the highest dose tested, for 14 consecutive days., Entry 1: We present a novel series of selective androgen receptor modulators (SARMs) which shows excellent biological activity and physical properties. 1-(2-Hydroxy-2-methyl-3-phenoxypropanoyl)-indoline-4-carbonitriles showed potent binding to the androgen receptor (AR) and activated AR-mediated transcription in vitro. Representative compounds demonstrated diminished activity in promoting the intramolecular interaction between the AR carboxyl (C) and amino (N) termini. This N/C-termini interaction is a biomarker assay for the undesired androgenic responses in vivo. In orchidectomized rats, daily administration of a lead compound from this series showed anabolic activity by increasing levator ani muscle weight. Importantly, minimal androgenic effects (increased tissue weights) were observed in the prostate and seminal vesicles, along with minimal repression of circulating luteinizing hormone (LH) levels and no change in the lipid and triglyceride levels. This lead compound completed a two week rat toxicology study, and was well tolerated at doses up to 100 mg/kg/day, the highest dose tested, for 14 consecutive days., ","InChI=1S/C20H16FN3O3/c1-20(26,12-27-18-6-5-15(21)9-14(18)11-23)19(25)24-8-7-16-13(10-22)3-2-4-17(16)24/h2-6,9,26H,7-8,12H2,1H3/t20-/m0/s1",0.90,-1.14,0.074,0.74,,,,,,,,,,,,,,,,,,,,,,,,
