comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21
VDLLXEPXPVSVBG-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14815,Efficacy as a function of maximal inhibition against human androgen receptor.,,,9484511,639,10.1021/jm970699s,CHEMBL1131477,"Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines.","Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK.","A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases.","InChI=1S/C18H21F3N2O/c1-9(2)12-8-17(3,4)23-15-7-14-11(5-10(12)15)13(18(19,20)21)6-16(24)22-14/h5-7,9,12,23H,8H2,1-4H3,(H,22,24)",0.74,-0.13,66.0,,,,,,,,,,,,,,,,,,,,,
VEVDGOPJKLREFE-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 36333, Entry 1: 36333, ","Entry 0: Agonist activity at human AR relative to DHT, Entry 1: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17267219, Entry 1: 17267219, ","Entry 0: 1531, Entry 1: 1531, ","Entry 0: 10.1016/j.bmcl.2007.01.001, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1147033, Entry 1: CHEMBL1147033, ","Entry 0: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C15H14F6N2O/c1-2-9-5-13(24)22-12-4-3-10(6-11(9)12)23(7-14(16,17)18)8-15(19,20)21/h3-6H,2,7-8H2,1H3,(H,22,24)",0.84,-0.94,20.0,89.0,,,,,,,,,,,,,,,,,,,,
VEZDQMYLNFTOLW-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,35972,Antagonist activity at human androgen receptor expressed in CV1 cells assessed as inhibition of DHT-induced response,In vitro,,17257838,1526,10.1016/j.bmcl.2007.01.007,CHEMBL1144605,Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones.,"van Oeveren A, Pio BA, Tegley CM, Higuchi RI, Wu M, Jones TK, Marschke KB, Negro-Vilar A, Zhi L.",A series of alkylamino-2-quinolinone compounds (3) was discovered as androgen receptor modulators based on an early linear tricyclic quinoline pharmacophore (1). The series demonstrated selective high binding affinity to androgen receptor and potent receptor modulating activities in the cotransfection assays.,"InChI=1S/C15H15F3N2O/c16-15(17,18)12-8-14(21)20-13-7-10(5-6-11(12)13)19-9-3-1-2-4-9/h5-9,19H,1-4H2,(H,20,21)",0.88,-1.04,89.0,,,,,,,,,,,,,,,,,,,,,
VFAVBEXPZFFKLF-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 37738, Entry 1: 37738, ","Entry 0: Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay at 5 nM relative to DHT, Entry 1: Antagonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay, ","Entry 0: In vitro, Entry 1: In vitro, ",,"Entry 0: 17703938, Entry 1: 17703938, ","Entry 0: 5446, Entry 1: 5446, ","Entry 0: 10.1016/j.bmcl.2007.07.034, Entry 1: 10.1016/j.bmcl.2007.07.034, ","Entry 0: CHEMBL1139788, Entry 1: CHEMBL1139788, ","Entry 0: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., Entry 1: Potent, nonsteroidal selective androgen receptor modulators (SARMs) based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones., ","Entry 0: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., Entry 1: Higuchi RI, Thompson AW, Chen JH, Caferro TR, Cummings ML, Deckhut CP, Adams ME, Tegley CM, Edwards JP, López FJ, Kallel EA, Karanewsky DS, Schrader WT, Marschke KB, Zhi L., ","Entry 0: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., Entry 1: A series of androgen receptor modulators based on 8H-[1,4]oxazino[2,3-f]quinolin-8-ones was synthesized and evaluated in an androgen receptor transcriptional activation assay. The most potent analogues from the series exhibited single-digit nanomolar potency in vitro. Compound 18h demonstrated full efficacy in the maintenance of muscle weight, at 10 mg/kg, with reduced activity in prostate weight in an in vivo model of androgen action., ","InChI=1S/C12H9F3N2O2/c13-12(14,15)6-5-9(18)17-7-1-2-8-11(10(6)7)19-4-3-16-8/h1-2,5,16H,3-4H2,(H,17,18)",0.77,-0.54,20.0,62.0,,,,,,,,,,,,,,,,,,,,
VFFJPBUBVNBBPL-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 35972, Entry 1: 35972, ","Entry 0: Agonist activity at human androgen receptor expressed in CV1 cells relative to DHT, Entry 1: Antagonist activity at human androgen receptor expressed in CV1 cells assessed as inhibition of DHT-induced response, ","Entry 0: In vitro, Entry 1: In vitro, ",,"Entry 0: 17257838, Entry 1: 17257838, ","Entry 0: 1526, Entry 1: 1526, ","Entry 0: 10.1016/j.bmcl.2007.01.007, Entry 1: 10.1016/j.bmcl.2007.01.007, ","Entry 0: CHEMBL1144605, Entry 1: CHEMBL1144605, ","Entry 0: Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones., Entry 1: Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones., ","Entry 0: van Oeveren A, Pio BA, Tegley CM, Higuchi RI, Wu M, Jones TK, Marschke KB, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Pio BA, Tegley CM, Higuchi RI, Wu M, Jones TK, Marschke KB, Negro-Vilar A, Zhi L., ","Entry 0: A series of alkylamino-2-quinolinone compounds (3) was discovered as androgen receptor modulators based on an early linear tricyclic quinoline pharmacophore (1). The series demonstrated selective high binding affinity to androgen receptor and potent receptor modulating activities in the cotransfection assays., Entry 1: A series of alkylamino-2-quinolinone compounds (3) was discovered as androgen receptor modulators based on an early linear tricyclic quinoline pharmacophore (1). The series demonstrated selective high binding affinity to androgen receptor and potent receptor modulating activities in the cotransfection assays., ","InChI=1S/C14H15F3N2O/c1-8(2)7-18-9-3-4-12-10(5-9)11(14(15,16)17)6-13(20)19-12/h3-6,8,18H,7H2,1-2H3,(H,19,20)",0.90,-0.98,21.0,61.0,,,,,,,,,,,,,,,,,,,,
VGAKCOHWSSQOBR-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 36333, Entry 1: 36333, ","Entry 0: Agonist activity at human AR relative to DHT, Entry 1: Antagonist activity at human AR assessed as inhibition of DHT-induced response, ",,,"Entry 0: 17267219, Entry 1: 17267219, ","Entry 0: 1531, Entry 1: 1531, ","Entry 0: 10.1016/j.bmcl.2007.01.001, Entry 1: 10.1016/j.bmcl.2007.01.001, ","Entry 0: CHEMBL1147033, Entry 1: CHEMBL1147033, ","Entry 0: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., Entry 1: Novel selective androgen receptor modulators: SAR studies on 6-bisalkylamino-2-quinolinones., ","Entry 0: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., Entry 1: van Oeveren A, Motamedi M, Martinborough E, Zhao S, Shen Y, West S, Chang W, Kallel A, Marschke KB, López FJ, Negro-Vilar A, Zhi L., ","Entry 0: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., Entry 1: A series of selective androgen receptor modulators (SARMs) with a wide spectrum of receptor modulating activities was developed based on optimization of the 4-substituted 6-bisalkylamino-2-quinolinones (3). Significance of the trifluoromethyl group on the side chains and its interactions with amino acid residues within the androgen receptor (AR) ligand binding domain are discussed. A representative analog (9) was tested orally in a rodent model of hypogonadism and demonstrated desirable tissue selectivity., ","InChI=1S/C14H12F6N2O/c1-8-4-12(23)21-11-3-2-9(5-10(8)11)22(6-13(15,16)17)7-14(18,19)20/h2-5H,6-7H2,1H3,(H,21,23)",0.87,-1.00,20.0,93.0,,,,,,,,,,,,,,,,,,,,
VHZPUDNSVGRVMB-RXDLHWJPSA-N,%,Efficacy,,BAO_0000656,Efficacy,,15772,In vitro agonist potency in transactivation assay of CV-1 cells stably transfected with human androgen receptor,,,11150172,5016,10.1021/jm001000c,CHEMBL1133568,"Synthesis and biological activity of a novel, highly potent progesterone receptor antagonist.","Fuhrmann U, Hess-Stumpp H, Cleve A, Neef G, Schwede W, Hoffmann J, Fritzemeier KH, Chwalisz K.","Herein we describe the chemical synthesis and pharmacological characterization of a novel, highly potent progesterone receptor (PR) antagonist, ZK 230211. The introduction of a 17alpha-pentafluorethyl side chain in the D-ring of the steroid skeleton allowed the combination of high antiprogestagenic activity with little or no other endocrinological effects. In contrast to many other antiprogestins, ZK 230211 did not convert to an agonist in the presence of protein kinase A (PKA) activators and showed high antiprogestagenic activity on both PR isoforms PR-A and PR-B. This high antiprogestagenic activity could also be demonstrated in several in vivo models. Furthermore, this compound displayed only marginal antiglucocorticoid effects. In tumor models ZK 230211 exhibited strong antiproliferative action. The pharmacological properties of ZK 230211 may prove useful in the treatment of endometriosis, leiomyomas, breast cancer, and in hormone replacement therapy.","InChI=1S/C28H29F5O3/c1-15(34)16-3-5-17(6-4-16)22-14-25(2)23(11-12-26(25,36)27(29,30)28(31,32)33)21-9-7-18-13-19(35)8-10-20(18)24(21)22/h3-6,13,21-23,36H,7-12,14H2,1-2H3/t21-,22+,23-,25-,26-/m0/s1",0.36,1.08,4.0,,,,,,,,,,,,,,,,,,,,,
VKHAHZOOUSRJNA-GCNJZUOMSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, Entry 2: BAO_0000656, Entry 3: BAO_0000656, Entry 4: BAO_0000656, ",Efficacy,,"Entry 0: 5583, Entry 1: 15772, Entry 2: 13890, Entry 3: 14574, Entry 4: 14815, ","Entry 0: Antagonist efficacy for human Androgen receptor, Entry 1: In vitro agonist potency in transactivation assay of CV-1 cells stably transfected with human androgen receptor, Entry 2: Antagonist efficacy as percent inhibition of DHT (EC50) binding to Androgen receptor, Entry 3: Efficacy as percent inhibition of Androgen receptor with DHT EC50, Entry 4: Efficacy as a function of maximal inhibition against human androgen receptor., ",,,"Entry 0: 12781198, Entry 1: 11150172, Entry 2: 8627601, Entry 3: 9719599, Entry 4: 9484511, ","Entry 0: 2078, Entry 1: 5016, Entry 2: 1789, Entry 3: 3466, Entry 4: 639, ","Entry 0: 10.1016/s0960-894x(03)00256-7, Entry 1: 10.1021/jm001000c, Entry 2: 10.1021/jm950747d, Entry 3: 10.1021/jm9801915, Entry 4: 10.1021/jm970699s, ","Entry 0: CHEMBL1144945, Entry 1: CHEMBL1133568, Entry 2: CHEMBL1129561, Entry 3: CHEMBL1131082, Entry 4: CHEMBL1131477, ","Entry 0: Development of progesterone receptor antagonists from 1,2-dihydrochromeno[3,4-f]quinoline agonist pharmacophore., Entry 1: Synthesis and biological activity of a novel, highly potent progesterone receptor antagonist., Entry 2: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether., Entry 3: Discovery and preliminary SAR studies of a novel, nonsteroidal progesterone receptor antagonist pharmacophore., Entry 4: Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines., ","Entry 0: Zhi L, Ringgenberg JD, Edwards JP, Tegley CM, West SJ, Pio B, Motamedi M, Jones TK, Marschke KB, Mais DE, Schrader WT., Entry 1: Fuhrmann U, Hess-Stumpp H, Cleve A, Neef G, Schwede W, Hoffmann J, Fritzemeier KH, Chwalisz K., Entry 2: Hamann LG, Farmer LJ, Johnson MG, Bender SL, Mais DE, Wang MW, Crombie D, Goldman ME, Jones TK., Entry 3: Pooley CL, Edwards JP, Goldman ME, Wang MW, Marschke KB, Crombie DL, Jones TK., Entry 4: Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK., ","Entry 0: A series of 1,2-dihydrochromeno[3,4-f]quinoline derivatives was synthesized and tested in biological assays to evaluate the nonsteroidal progesterone receptor modulator pharmacophore (4) as antiprogestins. A number of potent analogues were identified by modification of the substituents at the D-ring., Entry 1: Herein we describe the chemical synthesis and pharmacological characterization of a novel, highly potent progesterone receptor (PR) antagonist, ZK 230211. The introduction of a 17alpha-pentafluorethyl side chain in the D-ring of the steroid skeleton allowed the combination of high antiprogestagenic activity with little or no other endocrinological effects. In contrast to many other antiprogestins, ZK 230211 did not convert to an agonist in the presence of protein kinase A (PKA) activators and showed high antiprogestagenic activity on both PR isoforms PR-A and PR-B. This high antiprogestagenic activity could also be demonstrated in several in vivo models. Furthermore, this compound displayed only marginal antiglucocorticoid effects. In tumor models ZK 230211 exhibited strong antiproliferative action. The pharmacological properties of ZK 230211 may prove useful in the treatment of endometriosis, leiomyomas, breast cancer, and in hormone replacement therapy., Entry 2: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor., Entry 3: A series of 6-aryl-1,2-dihydro-2,2,4-trimethylquinolines was synthesized and tested for functional activity on the human progesterone receptor isoform B (hPR-B) in mammalian (CV-1) cells. The lead compound LG001447 (1,2-dihydro-2,2, 4-trimethyl-6-phenylquinoline) was discovered via directed high throughput screening of a defined chemical library utilizing an hPR-B cotransfection assay. Electron-withdrawing substituents at the meta position of the C(6) aryl group afforded substantial improvements in hPR modulatory activity. Several analogues were able to potently block the effects of progesterone in vitro. Two compounds, 10 (LG120753) and 11 (LG120830) with potencies comparable or equal to the steroidal hPR antagonist onapristone (ZK98,299), were demonstrated to act as antiprogestins in vivo after oral administration to rodents. This is the first disclosure of orally active nonsteroidal antiprogestins., Entry 4: A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases., ","InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",0.64,1.23,6.0,7.0,75.0,75.0,79.0,,,,,,,,,,,,,,,,,
VKTKNQNJFOZBEQ-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3638, Entry 1: 3638, ","Entry 0: Agonism of human androgen receptor (hAR) in CV-1 cells compared to that of dihydrotestosterone (100%), Entry 1: Antagonistic activity against human androgen receptor (hAR) cotransfection assay in CV-1 cells expressed as percentage efficacy of maximal inhibition of dihydrotestosterone, ",,,"Entry 0: 10340624, Entry 1: 10340624, ","Entry 0: 1340, Entry 1: 1340, ","Entry 0: 10.1016/s0960-894x(99)00186-9, Entry 1: 10.1016/s0960-894x(99)00186-9, ","Entry 0: CHEMBL1132051, Entry 1: CHEMBL1132051, ","Entry 0: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., Entry 1: 4-Alkyl- and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinolines: potent, nonsteroidal androgen receptor agonists., ","Entry 0: Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK., Entry 1: Higuchi RI, Edwards JP, Caferro TR, Ringgenberg JD, Kong JW, Hamann LG, Arienti KL, Marschke KB, Davis RL, Farmer LJ, Jones TK., ","Entry 0: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., Entry 1: A series of human androgen receptor (hAR) agonists based on 4-alkyl-; 4,4-dialkyl-; and 3,4-dialkyl-1,2,3,4-tetrahydro-8-pyridono[5,6-g]quinoline was synthesized and evaluated in competitive receptor binding assays and an androgen receptor cotransfection assay in a mammalian cell background. A number of compounds in this series demonstrated activity equal to or better than dihydrotestosterone in both assays and represent a novel class of compounds for use in androgen replacement therapy., ","InChI=1S/C17H19F3N2O/c1-9(2)5-10-3-4-21-14-8-15-12(6-11(10)14)13(17(18,19)20)7-16(23)22-15/h6-10,21H,3-5H2,1-2H3,(H,22,23)",0.83,-0.04,10.0,61.0,,,,,,,,,,,,,,,,,,,,
VLVUWTKDJXUVPD-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,35972,Antagonist activity at human androgen receptor expressed in CV1 cells assessed as inhibition of DHT-induced response,In vitro,,17257838,1526,10.1016/j.bmcl.2007.01.007,CHEMBL1144605,Discovery of an androgen receptor modulator pharmacophore based on 2-quinolinones.,"van Oeveren A, Pio BA, Tegley CM, Higuchi RI, Wu M, Jones TK, Marschke KB, Negro-Vilar A, Zhi L.",A series of alkylamino-2-quinolinone compounds (3) was discovered as androgen receptor modulators based on an early linear tricyclic quinoline pharmacophore (1). The series demonstrated selective high binding affinity to androgen receptor and potent receptor modulating activities in the cotransfection assays.,"InChI=1S/C14H15F3N2O/c1-2-3-6-18-9-4-5-10-11(14(15,16)17)8-13(20)19-12(10)7-9/h4-5,7-8,18H,2-3,6H2,1H3,(H,19,20)",0.84,-1.15,86.0,,,,,,,,,,,,,,,,,,,,,
VMUAEYMUOWCJPI-UHFFFAOYSA-N,%,Efficacy,,BAO_0000656,Efficacy,,14815,Efficacy as a function of maximal inhibition against human androgen receptor.,,,9484511,639,10.1021/jm970699s,CHEMBL1131477,"Synthesis and biological activity of a novel series of nonsteroidal, peripherally selective androgen receptor antagonists derived from 1,2-dihydropyridono[5,6-g]quinolines.","Hamann LG, Higuchi RI, Zhi L, Edwards JP, Wang XN, Marschke KB, Kong JW, Farmer LJ, Jones TK.","A new nonsteroidal antiandrogenic pharmacophore has been discovered using cell-based cotransfection assays with human androgen receptor (hAR). This series of AR antagonists is structurally characterized by a linear tricyclic 1,2-dihydropyridono[5,6-g]quinoline core. Analogues inhibit AR-mediated reporter gene expression and bind to AR as potently as or better than any known AR antagonists. Several analogues also showed excellent in vivo activity in classic rodent models of AR antagonism, inhibiting growth of rat ventral prostate and seminal vesicles, without accompanying increases in serum gonadotropin and testosterone levels, as is seen with other AR antagonists. Investigations of structure-activity relationships surrounding this pharmacophore resulted in molecules with complete specificity for AR, antagonist activity on an AR mutant commonly observed in prostate cancer patients, and improved in vivo efficacy. Molecules based on this series of compounds have the potential to provide unique and effective clinical opportunities for treatment of prostate cancer and other androgen-dependent diseases.","InChI=1S/C17H19F3N2O/c1-8-7-16(3,4)22-15-9(2)14-11(5-10(8)15)12(17(18,19)20)6-13(23)21-14/h5-6,8,22H,7H2,1-4H3,(H,21,23)",0.72,-0.37,78.0,,,,,,,,,,,,,,,,,,,,,
VRWXHHASXOUVMH-FBHDLOMBSA-N,%,Efficacy,,BAO_0000656,Efficacy,,5582,Antagonist efficacy at human androgen (hAR) receptor; not active,,,12781197,2074,10.1016/s0960-894x(03)00255-5,CHEMBL1136068,"Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators.","Zhi L, Tegley CM, Pio B, Edwards JP, Jones TK, Marschke KB, Mais DE, Risek B, Schrader WT.","A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.","InChI=1S/C24H24FNO/c1-14(2)6-10-21-23-17(18-12-16(25)7-11-20(18)27-21)8-9-19-22(23)15(3)13-24(4,5)26-19/h6-13,26H,1-5H3/b21-10-",0.60,0.32,20.0,,,,,,,,,,,,,,,,,,,,,
VTJLXJXJVXLGCX-ZCFIWIBFSA-N,%,Efficacy,,BAO_0000656,Efficacy,,3036,Agonistic activity against human androgen receptor (hAR) in co-transfected CV-1 cell,,,9871534,750,10.1016/s0960-894x(98)00107-3,CHEMBL1130772,"New nonsteroidal androgen receptor modulators based on 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g] quinolinone.","Edwards JP, West SJ, Pooley CL, Marschke KB, Farmer LJ, Jones TK.","A series of 2(1H)-pyrrolidino[3,2-g]quinolinones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2(1H)-pyrrolidino[3,2-g]quinolinone, displayed moderate interaction with hAR, but more substituted analogues, particularly 6,7-disubstituted compounds, were potent hAR agonists in vitro.","InChI=1S/C13H11F3N2O/c1-6-5-17-10-4-11-8(2-7(6)10)9(13(14,15)16)3-12(19)18-11/h2-4,6,17H,5H2,1H3,(H,18,19)/t6-/m1/s1",0.77,-0.30,43.0,,,,,,,,,,,,,,,,,,,,,
VTRALRXIBUAIMP-UHFFFAOYSA-N,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,,"Entry 0: 3577, Entry 1: 3577, ","Entry 0: In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells., Entry 1: In vitro antagonistic activity against human androgen receptor using cotransfection assay in CV-1 cells; Not active., ",,,"Entry 0: 10230628, Entry 1: 10230628, ","Entry 0: 1008, Entry 1: 1008, ","Entry 0: 10.1016/s0960-894x(99)00118-3, Entry 1: 10.1016/s0960-894x(99)00118-3, ","Entry 0: CHEMBL1132082, Entry 1: CHEMBL1132082, ","Entry 0: Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one., Entry 1: Nonsteroidal androgen receptor agonists based on 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one., ","Entry 0: Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK., Entry 1: Edwards JP, Higuchi RI, Winn DT, Pooley CL, Caferro TR, Hamann LG, Zhi L, Marschke KB, Goldman ME, Jones TK., ","Entry 0: A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone., Entry 1: A series of 2H-pyrano[3,2-g]quinolin-2-ones was prepared and tested for the ability to modulate the transcriptional activity of the human androgen receptor (hAR). The parent compound, 4-(trifluoromethyl)-2H-pyrano[3,2-g]quinolin-2-one, displayed moderate interaction with hAR, but substituted analogues were potent hAR modulators in vitro as measured by an hAR cotransfection assay in CV-1 cells and bound to hAR with high affinity in a whole cell assay. Several analogues were able to activate hAR-mediated gene transcription more potently and efficaciously than dihydrotestosterone., ","InChI=1S/C16H16F3NO2/c1-2-3-9-4-5-20-13-8-14-11(6-10(9)13)12(16(17,18)19)7-15(21)22-14/h6-9,20H,2-5H2,1H3",0.83,0.19,20.0,65.0,,,,,,,,,,,,,,,,,,,,
