molregno,standard_value_get_mean,standard_units_get_levels,standard_type_get_levels,chembl_id_compound_get_levels,canonical_smiles_get_levels,act_0,act_1
973269,21131.7,nM,Potency,CHEMBL1549385,Oc1ccc(Cl)c(Cl)c1,21131.7,
973728,74978.0,nM,Potency,CHEMBL1549844,O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,74978.0,
982680,37578.0,nM,Potency,CHEMBL1558796,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,37578.0,
983225,42163.2,nM,Potency,CHEMBL1559341,Cc1ccc(S(=O)(=O)Oc2ccc(/N=N/c3ccc(-c4ccc(/N=N/c5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1.[Na+].[Na+],42163.2,
985988,11883.2,nM,Potency,CHEMBL1562104,CCCCCCCCn1sccc1=O,11883.2,
986142,47307.9,nM,Potency,CHEMBL1562258,N#CCCC#N,47307.9,
986437,29849.3,nM,Potency,CHEMBL1562553,CCC(C)(OO)OOC(C)(CC)OO,29849.3,
988679,375.8,nM,Potency,CHEMBL1564795,CC(=O)CCC(C)=O,375.8,
988991,33491.5,nM,Potency,CHEMBL1565107,c1ccc2c(c1)ccc1ncccc12,33491.5,
989589,33491.5,nM,Potency,CHEMBL1565705,O=C=Nc1ccc(Cl)c(Cl)c1,33491.5,
990253,21131.7,nM,Potency,CHEMBL1566369,CCCC(=O)OC(=O)CCC,21131.7,
990388,59557.2,nM,Potency,CHEMBL1566504,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,59557.2,
992191,42163.2,nM,Potency,CHEMBL1568307,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,42163.2,
993110,7497.8,nM,Potency,CHEMBL1569226,O=C(CCl)c1ccc(Cl)cc1Cl,7497.8,
993242,18833.6,nM,Potency,CHEMBL1569358,Oc1cc(Cl)cc(Cl)c1Cl,18833.6,
993377,7497.8,nM,Potency,CHEMBL1569493,CN(C)c1ccc(N=O)cc1,7497.8,
994299,4730.8,nM,Potency,CHEMBL1570415,Br.Nc1nc(-c2ccccc2)cs1.O,4730.8,
998600,42.2,nM,Potency,CHEMBL1574716,CCCCCCCCCCCCOCC1CO1,42.2,
999970,33491.5,nM,Potency,CHEMBL1576086,C/C=C/C=C/C=O,33491.5,
1003014,21131.7,nM,Potency,CHEMBL1579130,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,21131.7,
1004105,66824.2,nM,Potency,CHEMBL1580221,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)CC(=O)O,66824.2,
1004916,42163.2,nM,Potency,CHEMBL1581032,C=CCOC(=O)COCCC(C)C,42163.2,
1009280,74978.0,nM,Potency,CHEMBL1585396,ON=C1C=CC(=NO)C=C1,74978.0,
1019798,2371.0,nM,Potency,CHEMBL1595914,Nc1cccc(N)c1,2371.0,
1020709,16785.5,nM,Potency,CHEMBL1596825,Cc1cccc([N+](=O)[O-])c1C,16785.5,
1020731,37578.0,nM,Potency,CHEMBL1596847,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,37578.0,
1021333,29849.3,nM,Potency,CHEMBL1597449,CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,29849.3,
1022252,59557.2,nM,Potency,CHEMBL1598368,CCCCCCCCCCCCC1CO1,59557.2,
1024882,7497.8,nM,Potency,CHEMBL1600998,O=Nc1ccc(Nc2ccccc2)cc1,7497.8,
1026011,1333.3,nM,Potency,CHEMBL1602127,CC(/C=C/C=C(C)/C=C/C(=O)O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)O,1333.3,
1026583,4216.3,nM,Potency,CHEMBL1602699,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,4216.3,
1027148,26603.2,nM,Potency,CHEMBL1603264,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,26603.2,
1030086,9439.2,nM,Potency,CHEMBL1606202,O=C(Cl)c1ccccc1F,9439.2,
1030434,21131.7,nM,Potency,CHEMBL1606550,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,21131.7,
1031364,6682.4,nM,Potency,CHEMBL1607480,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl,6682.4,
1032442,33491.5,nM,Potency,CHEMBL1608558,CN=C=O,33491.5,
1033343,6682.4,nM,Potency,CHEMBL1609459,Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,6682.4,
1035119,42163.2,nM,Potency,CHEMBL1611235,Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,42163.2,
1035888,2371.0,nM,Potency,CHEMBL1612004,COc1ccccc1N,2371.0,
1036130,5308.0,nM,Potency,CHEMBL1612246,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1.Cl,5308.0,
1037144,59557.2,nM,Potency,CHEMBL1613260,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,59557.2,
1208737,53080.4,nM,Potency,CHEMBL1868166,Nn1cnnc1,53080.4,
1211294,105.9,nM,Potency,CHEMBL1870723,CC(=O)c1ccc(Cl)c(Cl)c1Cl,105.9,
1218088,4216.3,nM,Potency,CHEMBL1877517,CCOCCOCC,4216.3,
1221691,668.2,nM,Potency,CHEMBL1881120,CC(=O)c1ccccc1[N+](=O)[O-],668.2,
1229597,66824.2,nM,Potency,CHEMBL1889026,NC(=O)NC(N)=O,66824.2,
1231345,94.4,nM,Potency,CHEMBL1890774,C=CCOC(C)=O,94.4,
1231351,26603.2,nM,Potency,CHEMBL1890780,CC(C)(C)c1ccc(OCC2CO2)cc1,26603.2,
1241082,18833.6,nM,Potency,CHEMBL1900511,CC(C)CCOC(=O)/C=C/c1ccccc1,18833.6,
1405347,237.1,nM,Potency,CHEMBL2133396,C=Cc1ccccc1C=C,237.1,
1410364,37578.0,nM,Potency,CHEMBL2138413,CC/C=C/C#N,37578.0,
1411181,29849.3,nM,Potency,CHEMBL2139230,CC/C(C)=N/O,29849.3,
1412295,33491.5,nM,Potency,CHEMBL2140344,FB(F)F.O.O,33491.5,
1415834,749.8,nM,Potency,CHEMBL2143883,O=C(Cl)/C=C/C(=O)Cl,749.8,
1825941,33491.5,nM,Potency,CHEMBL3391990,CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]4CC[C@H]3[C@]2(C)C[C@@H]3O[C@]4(C[C@@H](C)[C@@H]3[C@@]12C)O[C@H](O)[C@@]1(C)O[C@H]14,33491.5,
