comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4
OTPSWLRZXRHDNX-UHFFFAOYSA-L,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/2C5H5NOS.Zn/c2*7-6-4-2-1-3-5(6)8;/h2*1-4,8H;/q;;+2/p-2",0.31,-0.83,1778.3,10000.0,,,
OUBMGJOQLXMSNT-UHFFFAOYSA-N,nM,Potency,active,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C15H18N2/c1-12(2)16-14-8-10-15(11-9-14)17-13-6-4-3-5-7-13/h3-12,16-17H,1-2H3",0.81,-0.88,44668.4,,,,
OUPZKGBUJRBPGC-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, Entry 2: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588516, Entry 2: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ",,,"InChI=1S/C12H15N3O6/c16-10-13(1-7-4-19-7)11(17)15(3-9-6-21-9)12(18)14(10)2-8-5-20-8/h7-9H,1-6H2",0.53,-0.23,11220.2,15848.9,19952.6,,
OWHSTLLOZWTNTQ-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C10H20O2S/c1-3-5-6-9(4-2)7-12-10(11)8-13/h9,13H,3-8H2,1-2H3",0.51,0.48,1.3,,,,
OWZPCEFYPSAJFR-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3",0.64,-0.73,17782.8,,,,
OYHQOLUKZRVURQ-HZJYTTRNSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",0.32,1.19,22387.2,,,,
OYNVHVAEOLJJPV-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C21H24Cl2O4/c1-4-20(2,3)19(25)26-17-16(13-10-14(22)12-15(23)11-13)18(24)27-21(17)8-6-5-7-9-21/h10-12H,4-9H2,1-3H3",0.58,0.22,50118.7,,,,
PBKONEOXTCPAFI-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,0.54,-1.67,28183.8,,,,
PBLZLIFKVPJDCO-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C12H25NO2/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h1-11,13H2,(H,14,15)",0.52,0.60,44668.4,,,,
PCCSBWNGDMYFCW-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3",0.70,-0.35,19952.6,,,,
PDEIPQPDODOWPI-UHFFFAOYSA-N,nM,Potency,,BAO_0000186,Potency,,14574,Antagonist activity against steroid Androgen receptor,,,9719599,3466,10.1021/jm9801915,CHEMBL1131082,"Discovery and preliminary SAR studies of a novel, nonsteroidal progesterone receptor antagonist pharmacophore.","Pooley CL, Edwards JP, Goldman ME, Wang MW, Marschke KB, Crombie DL, Jones TK.","A series of 6-aryl-1,2-dihydro-2,2,4-trimethylquinolines was synthesized and tested for functional activity on the human progesterone receptor isoform B (hPR-B) in mammalian (CV-1) cells. The lead compound LG001447 (1,2-dihydro-2,2, 4-trimethyl-6-phenylquinoline) was discovered via directed high throughput screening of a defined chemical library utilizing an hPR-B cotransfection assay. Electron-withdrawing substituents at the meta position of the C(6) aryl group afforded substantial improvements in hPR modulatory activity. Several analogues were able to potently block the effects of progesterone in vitro. Two compounds, 10 (LG120753) and 11 (LG120830) with potencies comparable or equal to the steroidal hPR antagonist onapristone (ZK98,299), were demonstrated to act as antiprogestins in vivo after oral administration to rodents. This is the first disclosure of orally active nonsteroidal antiprogestins.","InChI=1S/C19H18N2/c1-13-11-19(2,3)21-18-8-7-16(10-17(13)18)15-6-4-5-14(9-15)12-20/h4-11,21H,1-3H3",0.81,-0.61,227.0,,,,
PDMMFKSKQVNJMI-BLQWBTBKSA-N,nM,Potency,mix,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C22H32O3/c1-4-20(24)25-19-8-7-17-16-6-5-14-13-15(23)9-11-21(14,2)18(16)10-12-22(17,19)3/h13,16-19H,4-12H2,1-3H3/t16-,17-,18-,19-,21-,22-/m0/s1",0.67,2.18,8.9,44668.4,,,
PDQAZBWRQCGBEV-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",0.40,-0.83,2.2,,,,
PEMGGJDINLGTON-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C8H10N2O/c1-6(11)10-8-4-2-3-7(9)5-8/h2-5H,9H2,1H3,(H,10,11)",0.59,-1.36,20.0,,,,
PFEFOYRSMXVNEL-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C18H30O/c1-16(2,3)12-10-13(17(4,5)6)15(19)14(11-12)18(7,8)9/h10-11,19H,1-9H3",0.67,-0.07,6309.6,,,,
PFRYFZZSECNQOL-WUKNDPDISA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C14H15N3/c1-10-5-3-4-6-14(10)17-16-12-7-8-13(15)11(2)9-12/h3-9H,15H2,1-2H3/b17-16+",0.60,-1.09,22387.2,,,,
PHNUZKMIPFFYSO-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C12H11Cl2NO/c1-4-12(2,3)15-11(16)8-5-9(13)7-10(14)6-8/h1,5-7H,2-3H3,(H,15,16)",0.81,-1.24,3162.3,,,,
PKJBWOWQJHHAHG-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,InChI=1S/C12H9Br/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,0.69,-0.60,31622.8,,,,
PLAZTCDQAHEYBI-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",0.44,-1.76,50118.7,,,,
PLIKAWJENQZMHA-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",0.38,0.57,44668.4,,,,
PMATZTZNYRCHOR-CGLBZJNRSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C62H111N11O12/c1-25-27-28-40(15)52(75)51-56(79)65-43(26-2)58(81)67(18)33-48(74)68(19)44(29-34(3)4)55(78)66-49(38(11)12)61(84)69(20)45(30-35(5)6)54(77)63-41(16)53(76)64-42(17)57(80)70(21)46(31-36(7)8)59(82)71(22)47(32-37(9)10)60(83)72(23)50(39(13)14)62(85)73(51)24/h25,27,34-47,49-52,75H,26,28-33H2,1-24H3,(H,63,77)(H,64,76)(H,65,79)(H,66,78)/b27-25+/t40-,41+,42-,43+,44+,45+,46+,47+,49+,50+,51+,52-/m1/s1",,,4466.8,14125.4,,,
PNENOUKIPPERMY-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C10H14N2O5/c13-4-3-11-9-2-1-8(12(15)16)7-10(9)17-6-5-14/h1-2,7,11,13-14H,3-6H2",0.47,-1.38,8912.5,,,,
POQODJWQWWICOY-UHFFFAOYSA-N,nM,Potency,,BAO_0000186,Potency,,14574,Antagonist activity against steroid Androgen receptor,,,9719599,3466,10.1021/jm9801915,CHEMBL1131082,"Discovery and preliminary SAR studies of a novel, nonsteroidal progesterone receptor antagonist pharmacophore.","Pooley CL, Edwards JP, Goldman ME, Wang MW, Marschke KB, Crombie DL, Jones TK.","A series of 6-aryl-1,2-dihydro-2,2,4-trimethylquinolines was synthesized and tested for functional activity on the human progesterone receptor isoform B (hPR-B) in mammalian (CV-1) cells. The lead compound LG001447 (1,2-dihydro-2,2, 4-trimethyl-6-phenylquinoline) was discovered via directed high throughput screening of a defined chemical library utilizing an hPR-B cotransfection assay. Electron-withdrawing substituents at the meta position of the C(6) aryl group afforded substantial improvements in hPR modulatory activity. Several analogues were able to potently block the effects of progesterone in vitro. Two compounds, 10 (LG120753) and 11 (LG120830) with potencies comparable or equal to the steroidal hPR antagonist onapristone (ZK98,299), were demonstrated to act as antiprogestins in vivo after oral administration to rodents. This is the first disclosure of orally active nonsteroidal antiprogestins.","InChI=1S/C19H17FN2/c1-12-10-19(2,3)22-18-5-4-14(9-17(12)18)15-6-13(11-21)7-16(20)8-15/h4-10,22H,1-3H3",0.80,-0.76,210.0,,,,
POULHZVOKOAJMA-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",0.54,0.50,5.6,7079.5,,,
POZRVZJJTULAOH-LHZXLZLDSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3/t16-,17+,18+,20+,21+,22+/m1/s1",0.72,1.18,56.2,,,,
PQKBPHSEKWERTG-NSHDSACASA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C18H16ClNO5/c1-3-22-17(21)11(2)23-13-5-7-14(8-6-13)24-18-20-15-9-4-12(19)10-16(15)25-18/h4-11H,3H2,1-2H3/t11-/m0/s1",0.60,-1.19,22387.2,,,,
PQKBPHSEKWERTG-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C18H16ClNO5/c1-3-22-17(21)11(2)23-13-5-7-14(8-6-13)24-18-20-15-9-4-12(19)10-16(15)25-18/h4-11H,3H2,1-2H3",0.60,-1.19,44668.4,,,,
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,nM,Potency,active,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C21H28O5/c1-20-7-6-13(24)8-12(20)2-3-14-15-4-5-16(18(26)10-22)21(15,11-23)9-17(25)19(14)20/h8,11,14-17,19,22,25H,2-7,9-10H2,1H3/t14-,15-,16+,17-,19+,20-,21+/m0/s1",0.75,2.87,15848.9,,,,
PRLVTUNWOQKEAI-VKAVYKQESA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3/b17-14-",0.82,-1.12,28183.8,44668.4,,,
PSGAAPLEWMOORI-PEINSRQWSA-N,nM,Potency,mix,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, Entry 2: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588516, Entry 2: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ",,,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",0.65,2.07,1584.9,1584.9,35481.3,,
PTCGDEVVHUXTMP-UHFFFAOYSA-N,nM,Potency,active,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C17H16F3NO2/c1-11(2)23-13-7-5-6-12(10-13)21-16(22)14-8-3-4-9-15(14)17(18,19)20/h3-11H,1-2H3,(H,21,22)",0.88,-1.81,39810.7,,,,
PTOAARAWEBMLNO-KVQBGUIXSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)/t4-,5+,6+/m0/s1",0.65,0.76,28183.8,,,,
PUYXTUJWRLOUCW-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C18H35NO2/c1-6-12-19(7-2)13-16-14-20-18(21-16)10-8-15(9-11-18)17(3,4)5/h15-16H,6-14H2,1-5H3",0.76,-0.39,12.6,,,,
PXMNMQRDXWABCY-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3",0.92,-0.44,50118.7,,,,
PXWNBAGCFUDYBE-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C15H15NO2/c16-14-9-5-4-8-13(14)15(17)18-11-10-12-6-2-1-3-7-12/h1-9H,10-11,16H2",0.66,-0.24,44668.4,,,,
QAYICIQNSGETAS-UHFFFAOYSA-N,nM,Potency,active,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3",0.49,-0.96,15848.9,,,,
QBKSWRVVCFFDOT-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C30H30O8/c1-11(2)19-15-7-13(5)21(27(35)23(15)17(9-31)25(33)29(19)37)22-14(6)8-16-20(12(3)4)30(38)26(34)18(10-32)24(16)28(22)36/h7-12,33-38H,1-6H3",0.13,0.77,15848.9,19952.6,,,
QBVXKDJEZKEASM-UHFFFAOYSA-M,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588516, Entry 1: 588515, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, ",,,"InChI=1S/C32H68N.BrH/c1-5-9-13-17-21-25-29-33(30-26-22-18-14-10-6-2,31-27-23-19-15-11-7-3)32-28-24-20-16-12-8-4;/h5-32H2,1-4H3;1H/q+1;/p-1",0.08,0.14,3548.1,7943.3,,,
QBYJBZPUGVGKQQ-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2",0.31,0.40,50118.7,,,,
QCDFBFJGMNKBDO-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588515,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C9H5ClINO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",0.76,-0.96,39810.7,,,,
QCDWFXQBSFUVSP-UHFFFAOYSA-N,nM,Potency,inconclusive,"Entry 0: BAO_0000186, Entry 1: BAO_0000186, Entry 2: BAO_0000186, ",Potency,,"Entry 0: 51887, Entry 1: 51887, Entry 2: 51887, ","Entry 0: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 1: PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) , Entry 2: PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) , ",,"Entry 0: 588515, Entry 1: 588515, Entry 2: 588516, ",,,,"Entry 0: CHEMBL1201862, Entry 1: CHEMBL1201862, Entry 2: CHEMBL1201862, ","Entry 0: PubChem BioAssay data set, Entry 1: PubChem BioAssay data set, Entry 2: PubChem BioAssay data set, ",,,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",0.68,-0.31,35481.3,1000000.0,1412537.5,,
QCXJEYYXVJIFCE-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C9H9NO3/c1-6(11)10-8-4-2-7(3-5-8)9(12)13/h2-5H,1H3,(H,10,11)(H,12,13)",0.72,-0.91,7079.5,,,,
QDRXWCAVUNHOGA-UHFFFAOYSA-N,nM,Potency,inconclusive,BAO_0000186,Potency,,51887,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,,588516,,,,CHEMBL1201862,PubChem BioAssay data set,,,"InChI=1S/C24H32O4/c1-3-4-5-6-7-8-9-10-11-12-17-21-22(26)19-15-13-14-16-20(19)23(27)24(21)28-18(2)25/h13-16H,3-12,17H2,1-2H3",0.32,0.86,28183.8,,,,
