comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6
2508449,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 2021968, Entry 1: 2021969, ","Entry 0: Inverse agonist activity at human GAL4-DBD fused RORgammat LBD expressed in human Jurkat cells incubated for 18 hrs by luciferase reporter gene assay, Entry 1: Inverse agonist activity at RORgammat in CD3/CD28-stimulated human whole blood assessed as suppression of IL17 incubated for 1 hr before CD3/CD28 stimulation for 20 hrs by AlphaLISA method, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4675781, Entry 1: CHEMBL4675782, ","Entry 0: 10.1016/j.bmcl.2020.127466, Entry 1: 10.1016/j.bmcl.2020.127466, ","Entry 0: 32763309, Entry 1: 32763309, ","Entry 0: CHEMBL4673237, Entry 1: CHEMBL4673237, ","Entry 0: Annulation reaction enables the identification of an exocyclic amide tricyclic chemotype as retinoic acid Receptor-Related orphan receptor gamma (RORγ/RORc) inverse agonists., Entry 1: Annulation reaction enables the identification of an exocyclic amide tricyclic chemotype as retinoic acid Receptor-Related orphan receptor gamma (RORγ/RORc) inverse agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: RORγt is the master regulator of the IL-23/IL-17 axis, a pathway that is clinically validated for the treatment of various immunological disorders. Over the last few years, our group has reported different chemotypes that potently act as inverse agonists of RORγt. One of them, the tricyclic pyrrolidine chemotype, has demonstrated biologic-like preclinical efficacy and has led to our clinical candidate BMS-986251. In this letter, we discuss the invention of an annulation reaction which enabled the synthesis of a tricyclic exocyclic amide chemotype and the identification of compounds with RORγt inverse agonist activity. Preliminary structure activity relationships are disclosed., Entry 1: RORγt is the master regulator of the IL-23/IL-17 axis, a pathway that is clinically validated for the treatment of various immunological disorders. Over the last few years, our group has reported different chemotypes that potently act as inverse agonists of RORγt. One of them, the tricyclic pyrrolidine chemotype, has demonstrated biologic-like preclinical efficacy and has led to our clinical candidate BMS-986251. In this letter, we discuss the invention of an annulation reaction which enabled the synthesis of a tricyclic exocyclic amide chemotype and the identification of compounds with RORγt inverse agonist activity. Preliminary structure activity relationships are disclosed., ",,O=C(NC1CCC(F)(F)C1)[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,C28H25F10NO3S,CHEMBL4761112,9000.0,230000.0,,,,,
2508616,nM,EC50,,BAO_0000188,EC50,2071805,Inverse agonist activity at RORgammat (unknown origin) expressed in Jurkat cells by reporter assay,B,,CHEMBL4727339,10.1016/j.bmcl.2020.127392,32738966,CHEMBL4725306,"Discovery of (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidines as novel RORγt inverse agonists.",PUBLICATION,"A novel series of cis-3,4-diphenylpyrrolidines were designed as RORγt inverse agonists based on the binding conformation of previously reported bicyclic sulfonamide 1. Preliminary synthesis and structure-activity relationship (SAR) study established (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidine as the most effective scaffold. Subsequent SAR optimization led to identification of a piperidinyl carboxamide 31, which was potent against RORγt (EC of 61 nM in an inverse agonist assay), selective relative to RORα, RORβ, LXRα and LXRβ, and stable in human and mouse liver microsomes. Furthermore, compound 31 exhibited considerably lower PXR Y (46%) and emerged as a promising lead. The binding mode of the diphenylpyrrolidine series was established with an X-ray co-crystal structure of 10A/RORγt.",,C[C@]1(c2ccccc2)CNC[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C20H19F6NO,CHEMBL4761279,7910.0,,,,,,
2508623,nM,EC50,,BAO_0000188,EC50,2071805,Inverse agonist activity at RORgammat (unknown origin) expressed in Jurkat cells by reporter assay,B,,CHEMBL4727339,10.1016/j.bmcl.2020.127392,32738966,CHEMBL4725306,"Discovery of (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidines as novel RORγt inverse agonists.",PUBLICATION,"A novel series of cis-3,4-diphenylpyrrolidines were designed as RORγt inverse agonists based on the binding conformation of previously reported bicyclic sulfonamide 1. Preliminary synthesis and structure-activity relationship (SAR) study established (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidine as the most effective scaffold. Subsequent SAR optimization led to identification of a piperidinyl carboxamide 31, which was potent against RORγt (EC of 61 nM in an inverse agonist assay), selective relative to RORα, RORβ, LXRα and LXRβ, and stable in human and mouse liver microsomes. Furthermore, compound 31 exhibited considerably lower PXR Y (46%) and emerged as a promising lead. The binding mode of the diphenylpyrrolidine series was established with an X-ray co-crystal structure of 10A/RORγt.",,CCNC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,C23H24F6N2O2,CHEMBL4761286,342.0,,,,,,
2509109,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, Entry 2: BAO_0000188, Entry 3: BAO_0000188, ",EC50,"Entry 0: 2060118, Entry 1: 2060119, Entry 2: 2111954, Entry 3: 2111955, ","Entry 0: Inverse agonist activity at human Gal4-fused RORgammat expressed in human Jurkat cells luciferase reporter gene assay, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as inhibition of anti-CD3/anti-CD28 monoclonal antibodies-stimulated IL-17A production measured by ELISA, Entry 2: Inverse agonist activity at recombinant full-length human Gal4-fused RORgammat expressed in human Jurkat cells incubated for 18 hrs by steady-glo luciferase reporter gene assay, Entry 3: Inverse agonist activity at RORgammat in CD3 and CD28-stimulated human whole blood assessed as suppression of IL17 preincubated for 1 hr followed by CD3 and CD28 stimulation measured after 20 hrs by AlphaLISA method, ","Entry 0: B, Entry 1: B, Entry 2: B, Entry 3: B, ",,"Entry 0: CHEMBL4715119, Entry 1: CHEMBL4715120, Entry 2: CHEMBL4820804, Entry 3: CHEMBL4820805, ","Entry 0: 10.1021/acsmedchemlett.1c00112, Entry 1: 10.1021/acsmedchemlett.1c00112, Entry 2: 10.1021/acs.jmedchem.0c01992, Entry 3: 10.1021/acs.jmedchem.0c01992, ","Entry 0: 34055233, Entry 1: 34055233, Entry 2: 33591748, Entry 3: 33591748, ","Entry 0: CHEMBL4706752, Entry 1: CHEMBL4706752, Entry 2: CHEMBL4819034, Entry 3: CHEMBL4819034, ","Entry 0: Azatricyclic Inverse Agonists of RORγt That Demonstrate Efficacy in Models of Rheumatoid Arthritis and Psoriasis., Entry 1: Azatricyclic Inverse Agonists of RORγt That Demonstrate Efficacy in Models of Rheumatoid Arthritis and Psoriasis., Entry 2: Tricyclic-Carbocyclic RORγt Inverse Agonists-Discovery of BMS-986313., Entry 3: Tricyclic-Carbocyclic RORγt Inverse Agonists-Discovery of BMS-986313., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, Entry 2: PUBLICATION, Entry 3: PUBLICATION, ","Entry 0: Structure-activity relationship studies directed toward the replacement of the fused phenyl ring of the lead hexahydrobenzoindole RORγt inverse agonist series represented by 1 with heterocyclic moieties led to the identification of three novel aza analogs 5-7. The hexahydropyrrolo[3,2-f]quinoline series 5 (X = N, Y = Z=CH) showed potency and metabolic stability comparable to series 1 but with improved in vitro membrane permeability and serum free fraction. This structural modification was applied to the hexahydrocyclopentanaphthalene series 3, culminating in the discovery of 8e as a potent and selective RORγt inverse agonist with an excellent in vitro profile, good pharmacokinetic properties, and biologic-like in vivo efficacy in preclinical models of rheumatoid arthritis and psoriasis., Entry 1: Structure-activity relationship studies directed toward the replacement of the fused phenyl ring of the lead hexahydrobenzoindole RORγt inverse agonist series represented by 1 with heterocyclic moieties led to the identification of three novel aza analogs 5-7. The hexahydropyrrolo[3,2-f]quinoline series 5 (X = N, Y = Z=CH) showed potency and metabolic stability comparable to series 1 but with improved in vitro membrane permeability and serum free fraction. This structural modification was applied to the hexahydrocyclopentanaphthalene series 3, culminating in the discovery of 8e as a potent and selective RORγt inverse agonist with an excellent in vitro profile, good pharmacokinetic properties, and biologic-like in vivo efficacy in preclinical models of rheumatoid arthritis and psoriasis., Entry 2: SAR efforts directed at identifying RORγt inverse agonists structurally different from our clinical compound <b>1</b> (BMS-986251) led to tricyclic-carbocyclic analogues represented by <b>3</b>-<b>7</b> and culminated in the identification of <b>3d</b> (BMS-986313), with structural differences distinct from <b>1</b>. The X-ray co-crystal structure of <b>3d</b> with the ligand binding domain of RORγt revealed several key interactions, which are different from <b>1</b>. The in vitro and in vivo PK profiles of <b>3d</b> are described. In addition, we demonstrate robust efficacy of <b>3d</b> in two preclinical models of psoriasis-the IMQ-induced skin lesion model and the IL-23-induced acanthosis model. The efficacy seen with <b>3d</b> in these models is comparable to the results observed with <b>1</b>., Entry 3: SAR efforts directed at identifying RORγt inverse agonists structurally different from our clinical compound <b>1</b> (BMS-986251) led to tricyclic-carbocyclic analogues represented by <b>3</b>-<b>7</b> and culminated in the identification of <b>3d</b> (BMS-986313), with structural differences distinct from <b>1</b>. The X-ray co-crystal structure of <b>3d</b> with the ligand binding domain of RORγt revealed several key interactions, which are different from <b>1</b>. The in vitro and in vivo PK profiles of <b>3d</b> are described. In addition, we demonstrate robust efficacy of <b>3d</b> in two preclinical models of psoriasis-the IMQ-induced skin lesion model and the IL-23-induced acanthosis model. The efficacy seen with <b>3d</b> in these models is comparable to the results observed with <b>1</b>., ",,CC(C)(O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,C26H25F8NO4S,CHEMBL4761772,3.6,4.0,50.0,50.0,,,
2509264,nM,EC50,,BAO_0000188,EC50,2071805,Inverse agonist activity at RORgammat (unknown origin) expressed in Jurkat cells by reporter assay,B,,CHEMBL4727339,10.1016/j.bmcl.2020.127392,32738966,CHEMBL4725306,"Discovery of (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidines as novel RORγt inverse agonists.",PUBLICATION,"A novel series of cis-3,4-diphenylpyrrolidines were designed as RORγt inverse agonists based on the binding conformation of previously reported bicyclic sulfonamide 1. Preliminary synthesis and structure-activity relationship (SAR) study established (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidine as the most effective scaffold. Subsequent SAR optimization led to identification of a piperidinyl carboxamide 31, which was potent against RORγt (EC of 61 nM in an inverse agonist assay), selective relative to RORα, RORβ, LXRα and LXRβ, and stable in human and mouse liver microsomes. Furthermore, compound 31 exhibited considerably lower PXR Y (46%) and emerged as a promising lead. The binding mode of the diphenylpyrrolidine series was established with an X-ray co-crystal structure of 10A/RORγt.",,C[C@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccc3c(c2)OCO3)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C29H25F7N2O4,CHEMBL4761927,41.0,,,,,,
2509466,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 2019537, Entry 1: 2019538, ","Entry 0: Inverse agonist activity at Gal4-fused RORgammat LBD (unknown origin) by reporter gene assay, Entry 1: Inverse agonist activity at RORgammat in human whole blood assessed as IL-17 production by ELISA, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4673115, Entry 1: CHEMBL4673116, ","Entry 0: 10.1021/acsmedchemlett.0c00496, Entry 1: 10.1021/acsmedchemlett.0c00496, ","Entry 0: 33335675, Entry 1: 33335675, ","Entry 0: CHEMBL4665919, Entry 1: CHEMBL4665919, ","Entry 0: Novel Tricyclic Pyroglutamide Derivatives as Potent RORγt Inverse Agonists Identified using a Virtual Screening Approach., Entry 1: Novel Tricyclic Pyroglutamide Derivatives as Potent RORγt Inverse Agonists Identified using a Virtual Screening Approach., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: Employing a virtual screening approach, we identified the pyroglutamide moiety as a nonacid replacement for the cyclohexanecarboxylic acid group which, when coupled to our previously reported conformationally locked tricyclic core, provided potent and selective RORγt inverse agonists. Structure-activity relationship optimization of the pyroglutamide moiety led to the identification of compound 18 as a potent and selective RORγt inverse agonist, albeit with poor aqueous solubility. We took advantage of the tertiary carbinol group in 18 to synthesize a phosphate prodrug, which provided good solubility, excellent exposures in mouse PK studies, and significant efficacy in a mouse model of psoriasis., Entry 1: Employing a virtual screening approach, we identified the pyroglutamide moiety as a nonacid replacement for the cyclohexanecarboxylic acid group which, when coupled to our previously reported conformationally locked tricyclic core, provided potent and selective RORγt inverse agonists. Structure-activity relationship optimization of the pyroglutamide moiety led to the identification of compound 18 as a potent and selective RORγt inverse agonist, albeit with poor aqueous solubility. We took advantage of the tertiary carbinol group in 18 to synthesize a phosphate prodrug, which provided good solubility, excellent exposures in mouse PK studies, and significant efficacy in a mouse model of psoriasis., ",,CN1C(=O)[C@H](F)C[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,C27H23F9N2O4S,CHEMBL4762129,8.5,81.0,,,,,
2509629,nM,EC50,,BAO_0000188,EC50,2071805,Inverse agonist activity at RORgammat (unknown origin) expressed in Jurkat cells by reporter assay,B,,CHEMBL4727339,10.1016/j.bmcl.2020.127392,32738966,CHEMBL4725306,"Discovery of (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidines as novel RORγt inverse agonists.",PUBLICATION,"A novel series of cis-3,4-diphenylpyrrolidines were designed as RORγt inverse agonists based on the binding conformation of previously reported bicyclic sulfonamide 1. Preliminary synthesis and structure-activity relationship (SAR) study established (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidine as the most effective scaffold. Subsequent SAR optimization led to identification of a piperidinyl carboxamide 31, which was potent against RORγt (EC of 61 nM in an inverse agonist assay), selective relative to RORα, RORβ, LXRα and LXRβ, and stable in human and mouse liver microsomes. Furthermore, compound 31 exhibited considerably lower PXR Y (46%) and emerged as a promising lead. The binding mode of the diphenylpyrrolidine series was established with an X-ray co-crystal structure of 10A/RORγt.",,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C28H28F7N3O4,CHEMBL4762292,176.0,,,,,,
2510345,nM,EC50,,BAO_0000188,EC50,2071805,Inverse agonist activity at RORgammat (unknown origin) expressed in Jurkat cells by reporter assay,B,,CHEMBL4727339,10.1016/j.bmcl.2020.127392,32738966,CHEMBL4725306,"Discovery of (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidines as novel RORγt inverse agonists.",PUBLICATION,"A novel series of cis-3,4-diphenylpyrrolidines were designed as RORγt inverse agonists based on the binding conformation of previously reported bicyclic sulfonamide 1. Preliminary synthesis and structure-activity relationship (SAR) study established (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidine as the most effective scaffold. Subsequent SAR optimization led to identification of a piperidinyl carboxamide 31, which was potent against RORγt (EC of 61 nM in an inverse agonist assay), selective relative to RORα, RORβ, LXRα and LXRβ, and stable in human and mouse liver microsomes. Furthermore, compound 31 exhibited considerably lower PXR Y (46%) and emerged as a promising lead. The binding mode of the diphenylpyrrolidine series was established with an X-ray co-crystal structure of 10A/RORγt.",,CC[C@]1(c2ccccc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C29H28F6N2O2,CHEMBL4763008,98.0,,,,,,
2510367,nM,EC50,,BAO_0000188,EC50,2021968,Inverse agonist activity at human GAL4-DBD fused RORgammat LBD expressed in human Jurkat cells incubated for 18 hrs by luciferase reporter gene assay,B,,CHEMBL4675781,10.1016/j.bmcl.2020.127466,32763309,CHEMBL4673237,Annulation reaction enables the identification of an exocyclic amide tricyclic chemotype as retinoic acid Receptor-Related orphan receptor gamma (RORγ/RORc) inverse agonists.,PUBLICATION,"RORγt is the master regulator of the IL-23/IL-17 axis, a pathway that is clinically validated for the treatment of various immunological disorders. Over the last few years, our group has reported different chemotypes that potently act as inverse agonists of RORγt. One of them, the tricyclic pyrrolidine chemotype, has demonstrated biologic-like preclinical efficacy and has led to our clinical candidate BMS-986251. In this letter, we discuss the invention of an annulation reaction which enabled the synthesis of a tricyclic exocyclic amide chemotype and the identification of compounds with RORγt inverse agonist activity. Preliminary structure activity relationships are disclosed.",,N[C@H]1C[C@@H](NC(=O)[C@@H]2CC[C@@]3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CC[C@@H]23)C1,C27H26F8N2O3S,CHEMBL4763030,100000.0,,,,,,
2510375,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 2013835, Entry 1: 2013838, ","Entry 0: Inverse agonist activity at RORgamma in human CD4+ T cells assessed as inhibition of IL17A secretion after 72 hrs by ELISA, Entry 1: Inverse agonist activity at pSG5GAL4-DBD/LBD fused human RORgamma receptor expressed in COS7 cells co-expressing 5 copies of GAL4 response element after 18 hrs by luciferase reporter gene based assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4667413, Entry 1: CHEMBL4667416, ","Entry 0: 10.1016/j.bmcl.2019.05.015, Entry 1: 10.1016/j.bmcl.2019.05.015, ","Entry 0: 31101472, Entry 1: 31101472, ","Entry 0: CHEMBL4665652, Entry 1: CHEMBL4665652, ","Entry 0: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., Entry 1: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., Entry 1: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., ",,CNC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)c(COc2cccc3c(-c4ccncc4)cc(C(C)C)nc23)c1Cl,C30H30Cl2N4O4S,CHEMBL4763038,220.0,1830.0,,,,,
2510429,nM,EC50,,BAO_0000188,EC50,2071805,Inverse agonist activity at RORgammat (unknown origin) expressed in Jurkat cells by reporter assay,B,,CHEMBL4727339,10.1016/j.bmcl.2020.127392,32738966,CHEMBL4725306,"Discovery of (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidines as novel RORγt inverse agonists.",PUBLICATION,"A novel series of cis-3,4-diphenylpyrrolidines were designed as RORγt inverse agonists based on the binding conformation of previously reported bicyclic sulfonamide 1. Preliminary synthesis and structure-activity relationship (SAR) study established (3S,4S)-3-methyl-3-(4-fluorophenyl)-4-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxyprop-2-yl)phenyl)pyrrolidine as the most effective scaffold. Subsequent SAR optimization led to identification of a piperidinyl carboxamide 31, which was potent against RORγt (EC of 61 nM in an inverse agonist assay), selective relative to RORα, RORβ, LXRα and LXRβ, and stable in human and mouse liver microsomes. Furthermore, compound 31 exhibited considerably lower PXR Y (46%) and emerged as a promising lead. The binding mode of the diphenylpyrrolidine series was established with an X-ray co-crystal structure of 10A/RORγt.",,C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(S(C)(=O)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C27H29F7N2O4S,CHEMBL4763092,208.0,,,,,,
2510471,nM,EC50,,BAO_0000188,EC50,2046877,Inverse agonist activity at RORgammat in CD3 and CD28-stimulated human whole blood assessed as reduction in IL17A production incubated for 1 hr before CD3 and CD28 stimulation for 20 hrs by AlphaLISA method,B,,CHEMBL4701576,10.1016/j.bmcl.2020.127521,32882417,CHEMBL4699477,"Tricyclic sulfones as potent, selective and efficacious RORγt inverse agonists - Exploring C6 and C8 SAR using late-stage functionalization.",PUBLICATION,"In order to rapidly develop C6 and C8 SAR of our reported tricyclic sulfone series of RORγt inverse agonists, a late-stage bromination was employed. Although not regioselective, the bromination protocol allowed us to explore new substitution patterns/vectors that otherwise would have to be incorporated at the very beginning of the synthesis. Based on the SAR obtained from this exercise, compound 15 bearing a C8 fluorine was developed as a very potent and selective RORγt inverse agonist. This analog's in vitro profile, pharmacokinetic (PK) data and efficacy in an IL-23 induced mouse acanthosis model will be discussed.",,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,C30H29F8NO5S,CHEMBL4763134,30.0,,,,,,
2510758,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 2013835, Entry 1: 2013838, ","Entry 0: Inverse agonist activity at RORgamma in human CD4+ T cells assessed as inhibition of IL17A secretion after 72 hrs by ELISA, Entry 1: Inverse agonist activity at pSG5GAL4-DBD/LBD fused human RORgamma receptor expressed in COS7 cells co-expressing 5 copies of GAL4 response element after 18 hrs by luciferase reporter gene based assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4667413, Entry 1: CHEMBL4667416, ","Entry 0: 10.1016/j.bmcl.2019.05.015, Entry 1: 10.1016/j.bmcl.2019.05.015, ","Entry 0: 31101472, Entry 1: 31101472, ","Entry 0: CHEMBL4665652, Entry 1: CHEMBL4665652, ","Entry 0: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., Entry 1: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., Entry 1: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., ",,CNC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)c(COc2cccc3c(-c4ccccc4)cc(C)nc23)c1Cl,C29H27Cl2N3O4S,CHEMBL4763421,320.0,890.0,,,,,
2511002,nM,EC50,,"Entry 0: BAO_0000188, Entry 1: BAO_0000188, ",EC50,"Entry 0: 2013835, Entry 1: 2013838, ","Entry 0: Inverse agonist activity at RORgamma in human CD4+ T cells assessed as inhibition of IL17A secretion after 72 hrs by ELISA, Entry 1: Inverse agonist activity at pSG5GAL4-DBD/LBD fused human RORgamma receptor expressed in COS7 cells co-expressing 5 copies of GAL4 response element after 18 hrs by luciferase reporter gene based assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4667413, Entry 1: CHEMBL4667416, ","Entry 0: 10.1016/j.bmcl.2019.05.015, Entry 1: 10.1016/j.bmcl.2019.05.015, ","Entry 0: 31101472, Entry 1: 31101472, ","Entry 0: CHEMBL4665652, Entry 1: CHEMBL4665652, ","Entry 0: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., Entry 1: Discovery of novel quinoline sulphonamide derivatives as potent, selective and orally active RORγ inverse agonists., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., Entry 1: A high-throughput screen against Inventiva's compound library using a Gal4/RORγ-LBD luciferase reporter gene assay led to the discovery of a new series of quinoline sulphonamides as RORγ inhibitors, eventually giving rise to a lead compound having an interesting in vivo profile after oral administration. This lead was evaluated in a target engagement model in mouse, where it reduced IL-17 cytokine production after immune challenge. It also proved to be active in a multiple sclerosis model (EAE) where it reduced the disease score. The synthesis, structure activity relationship (SAR) and biological activity of these derivatives is described herein., ",,CNC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)c(COc2cccc3c(OCc4ccccc4)cc(C(C)C)nc23)c1Cl,C32H33Cl2N3O5S,CHEMBL4763665,940.0,5000.0,,,,,
