comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5
1832344,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,O=C(CCCN1c2ccccc2N(Cc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)S1(=O)=O)N1CCCC1,C24H25F6N3O4S,CHEMBL3402136,10000.0,,,,,
1832345,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,CC(C)C(=O)N1CCC(CN2c3ccccc3N(Cc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)S2(=O)=O)CC1,C26H29F6N3O4S,CHEMBL3402137,1600.0,,,,,
1832346,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,CCC(=O)N1CCCC(CN2c3ccccc3N(Cc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)S2(=O)=O)C1,C25H27F6N3O4S,CHEMBL3402138,450.0,,,,,
1832347,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,CCC(CC)c1ccc(CN2c3ccccc3N(CCCC(=O)N3CCCC3)S2(=O)=O)cc1,C26H35N3O3S,CHEMBL3402139,1500.0,,,,,
1832348,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,CC(C)c1ccc(CN2c3ccccc3N(CCCC(=O)N3CCCC3)S2(=O)=O)cc1,C24H31N3O3S,CHEMBL3402140,4600.0,,,,,
1832349,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,O=C(CCCN1c2ccccc2N(Cc2ccc(C(O)C(F)(F)F)cc2)S1(=O)=O)N1CCCC1,C23H26F3N3O4S,CHEMBL3402141,10000.0,,,,,
1832350,nM,Kd,,BAO_0000034,Kd,1466222,Binding affinity to RORC-SRC2 fusion construct (unknown origin) by TAMRA-labeled active site probe based fluorescence polarization competition binding assay,B,,CHEMBL3405280,10.1016/j.bmcl.2015.03.042,25840886,CHEMBL3400123,"Discovery of 1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide analogs as new RORC modulators.",PUBLICATION,Structure-based and pharmacophore-based virtual screening in combination with combinatorial chemistry and X-ray crystallography led to the discovery of a new class of benzothiadiazole dioxide analogs with functional activity as RORC inverse agonists. The early RORC SAR compound 14 exhibited RORC inhibition in a cell based reporter gene assay of 5.7 μM and bound to RORC with an affinity of 1.6 μM in a fluorescence polarization assay displacing a ligand binding site probe. Crystallography confirmed the binding mode of the compound in the ligand binding domain displaying the engagement of a novel sub pocket close to Ser404. Subsequent optimization yielded compounds with enhanced RORC inverse agonist activity. The most active compound 19 showed an IC50 of 440 nM in a human PBMC assay.,,O=C(CCCN1c2ccccc2N(Cc2ccccc2)S1(=O)=O)N1CCCC1,C21H25N3O3S,CHEMBL3402142,2700.0,,,,,
2099522,nM,Kd,387219,BAO_0000034,Kd,1641557,"ThermoFluor® Assay: ThermoFluor® experiments were carried out using instruments owned by Janssen Research and Discovery, L.L.C. through its acquisition of 3-Dimensional Pharmaceuticals, Inc. 1,8-ANS (Invitrogen) was used as a fluorescent dye. Protein and compound solutions are dispensed into black 384-well polypropylene PCR microplates (Abgene) and overlayed with silicone oil (1 μL, Fluka, type DC 200) to prevent evaporation. Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >60D cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1x=46 mL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil.",B,,CHEMBL3888280,,,CHEMBL3886638,Heteroaryl linked quinolinyl modulators of RORγt,PATENT,,US-9303015-B2,CCN(CC)c1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1N(C(=O)OC(C)(C)C)c1ccccc1,C35H37Cl2N5O3,CHEMBL3890151,710.0,,,,,
2099651,nM,Kd,385374,BAO_0000034,Kd,1641535,"ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil.",B,,CHEMBL3888258,,,CHEMBL3886629,Methylene linked quinolinyl modulators of RORγt,PATENT,,US-9290476-B2,COc1nc2ccc(C(O)(c3ccc(F)cc3)c3cn(C)cn3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1,C31H25ClFN5O2,CHEMBL3890280,49.0,,,,,
2100509,nM,Kd,385336,BAO_0000034,Kd,1641535,"ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil.",B,,CHEMBL3888258,,,CHEMBL3886629,Methylene linked quinolinyl modulators of RORγt,PATENT,,US-9290476-B2,CCOc1nc2ccc(C(O)(c3ccc(OC)nc3)c3cncs3)cc2c(Cl)c1Cc1ccccc1,C28H24ClN3O3S,CHEMBL3891138,2.7,,,,,
2101638,nM,Kd,385326,BAO_0000034,Kd,1641535,"ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil.",B,,CHEMBL3888258,,,CHEMBL3886629,Methylene linked quinolinyl modulators of RORγt,PATENT,,US-9290476-B2,OC(c1cccnc1)(c1ccc2nc(Cl)c(Cc3ccc(Cl)cc3)c(Cl)c2c1)c1cncs1,C25H16Cl3N3OS,CHEMBL3892267,0.83,,,,,
2102032,nM,Kd,385332,BAO_0000034,Kd,1641535,"ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil.",B,,CHEMBL3888258,,,CHEMBL3886629,Methylene linked quinolinyl modulators of RORγt,PATENT,,US-9290476-B2,Cn1cncc1C(O)(c1ccc2nc(Cl)c(Cc3ccc(-n4cccn4)cc3)c(Cl)c2c1)c1cncs1,C27H20Cl2N6OS,CHEMBL3892661,4.3,,,,,
2102649,nM,Kd,403349,BAO_0000034,Kd,1641761,"ThermoFluor® Assay: ThermoFluor® experiments were carried out using instruments owned by Janssen Research and Discovery, L.L.C. through its acquisition of 3-Dimensional Pharmaceuticals, Inc. 1,8-ANS (Invitrogen) was used as a fluorescent dye. Protein and compound solutions are dispensed into black 384-well polypropylene PCR microplates (Abgene) and overlayed with silicone oil (1 μL, Fluka, type DC 200) to prevent evaporation. Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1° C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells.Â  Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20.",B,,CHEMBL3888484,,,CHEMBL3886726,Alkyl linked quinolinyl modulators of RORγt,PATENT,,US-9346782-B2,Cn1cncc1C(O)(c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1)C1CC1,C23H19Cl2N3O,CHEMBL3893278,890.0,,,,,
2103435,nM,Kd,385340,BAO_0000034,Kd,1641535,"ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil.",B,,CHEMBL3888258,,,CHEMBL3886629,Methylene linked quinolinyl modulators of RORγt,PATENT,,US-9290476-B2,COc1ccc(C(O)(c2ccc3nc(Cl)c(Cc4ccc(-n5cccn5)cc4)c(Cl)c3c2)c2cncn2C)cn1,C30H24Cl2N6O2,CHEMBL3894064,6.1,,,,,
2104150,nM,Kd,mix,"Entry 0: BAO_0000034, Entry 1: BAO_0000034, Entry 2: BAO_0000034, ",Kd,"Entry 0: 1641535, Entry 1: 1641535, Entry 2: 1641535, ","Entry 0: ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil., Entry 1: ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil., Entry 2: ThermoFluor® Assay: Bar-coded assay plates are robotically loaded onto a thermostatically controlled PCR-type thermal block and then heated at a typical ramp-rate of 1 °C./min for all experiments. Fluorescence was measured by continuous illumination with UV light (Hamamatsu LC6) supplied via fiber optic and filtered through a band-pass filter (380-400 nm; >6 OD cutoff). Fluorescence emission of the entire 384-well plate was detected by measuring light intensity using a CCD camera (Sensys, Roper Scientific) filtered to detect 500±25 nm, resulting in simultaneous and independent readings of all 384 wells. Images were collected at each temperature, and the sum of the pixel intensity in a given area of the assay plate was recorded versus temperature. Reference wells contained RORγt without compounds, and the assay conditions were as follows: 0.065 mg/mL RORγt, 60 μM 1,8-ANS, 100 mM Hepes, pH 7.0, 10 mM NaCl, 2.5 mM GSH, 0.002% Tween-20. Project compounds were arranged in a pre-dosed mother plate (Greiner Bio-one) wherein compounds are serially diluted in 100% DMSO by 1:2 from a high concentration of 10 mM over 12 columns within a series (column 12 is a reference well containing DMSO, no compound). The compounds were robotically dispensed directly into assay plates (1×=46 nL) using a Hummingbird capillary liquid handling instrument (Digilab). Following compound dispense, protein and dye in buffer was added to achieve the final assay volume of 3 μL, followed by 1 μL of silicone oil., ","Entry 0: B, Entry 1: B, Entry 2: B, ",,"Entry 0: CHEMBL3888258, Entry 1: CHEMBL3888258, Entry 2: CHEMBL3888258, ",,,"Entry 0: CHEMBL3886629, Entry 1: CHEMBL3886629, Entry 2: CHEMBL3886629, ","Entry 0: Methylene linked quinolinyl modulators of RORγt, Entry 1: Methylene linked quinolinyl modulators of RORγt, Entry 2: Methylene linked quinolinyl modulators of RORγt, ","Entry 0: PATENT, Entry 1: PATENT, Entry 2: PATENT, ",,"Entry 0: US-9290476-B2, Entry 1: US-9290476-B2, Entry 2: US-9290476-B2, ",CCc1nc2ccc(C(O)(c3cnnn3C)C3CN(C(C)=O)C3)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,C28H27ClF3N5O2,CHEMBL3894779,0.32,0.44,0.56,,,
