comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3
2375666,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C26H22F6N2O5S,CHEMBL4468657,-97.0,-95.0,,
2377675,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(C(NC(=O)Cc2cccnn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C25H22F6N4O5S,CHEMBL4470666,-95.0,-89.0,,
2382039,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(C(NC(=O)CCc2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C28H26F6N2O5S,CHEMBL4475033,-100.0,-97.0,,
2390422,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccs4)S3(=O)=O)c(F)c2)CC1,C22H28FN3O3S2,CHEMBL4519011,91.0,,,
2392169,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(C(NC(=O)CC(C)C)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C24H26F6N2O5S,CHEMBL4520758,-96.0,-94.0,,
2394323,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3C[C@H](C)OC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,C24H30FN3O4S,CHEMBL4522912,100.0,,,
2395089,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccsc4)S3(=O)=O)c(F)c2)CC1,C22H28FN3O3S2,CHEMBL4524658,98.0,,,
2395749,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(OC)(C(F)(F)F)C(F)(F)F)cc2)cc1,C20H19F6NO4S,CHEMBL4525318,-66.0,-46.0,,
2397849,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccc(C#N)c4)S3(=O)=O)c(F)c2)CC1,C25H29FN4O3S,CHEMBL4527418,64.0,,,
2401224,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccc4Cl)S3(=O)=O)c(F)c2)CC1,C24H29ClFN3O3S,CHEMBL4530793,91.0,,,
2408351,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccn4)S3(=O)=O)c(F)c2)CC1,C23H29FN4O3S,CHEMBL4537920,87.0,,,
2414965,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1929474, Entry 1: 1929475, ","Entry 0: Agonist activity at biotinylated 6HN-MBP-Avi-TCS-tagged human RORgamma LBD (P260 to K518 residues) assessed as induction of biotinylated SRC1 peptide recruitment to at 1 uM preincubated for 15 mins followed by protein addition measured after 1 hr in dark by FRET assay, Entry 1: Agonist activity at RORgamma in human Th17 cells assessed as induction of IL17A production at 1 uM after 4 days by HTRF assay, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4432650, Entry 1: CHEMBL4432651, ","Entry 0: 10.1016/j.bmcl.2016.08.012, Entry 1: 10.1016/j.bmcl.2016.08.012, ","Entry 0: 27542308, Entry 1: 27542308, ","Entry 0: CHEMBL4431360, Entry 1: CHEMBL4431360, ","Entry 0: Recent progress on nuclear receptor RORγ modulators., Entry 1: Recent progress on nuclear receptor RORγ modulators., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The retinoic acid receptor-related orphan receptor RORγ plays key roles in the development and differentiation of TH17 cells, and thus in IL-17 expression, thymocyte development and regulation of metabolism. With the recent progression into phase 2 clinical trials of both oral and topically administered inverse agonists, and with others close behind, there is significant interest in the discovery of RORγ modulators. This digest covers key developments around RORγ agonists, antagonists and inverse agonists; orthosteric and allosteric binders; and aims to summarize the available information concerning the potential utility of RORγ modulators., Entry 1: The retinoic acid receptor-related orphan receptor RORγ plays key roles in the development and differentiation of TH17 cells, and thus in IL-17 expression, thymocyte development and regulation of metabolism. With the recent progression into phase 2 clinical trials of both oral and topically administered inverse agonists, and with others close behind, there is significant interest in the discovery of RORγ modulators. This digest covers key developments around RORγ agonists, antagonists and inverse agonists; orthosteric and allosteric binders; and aims to summarize the available information concerning the potential utility of RORγ modulators., ",,O=S(=O)(c1ccc(F)cc1)N1CCOc2cccc(Nc3ccccc3F)c2C1,C21H18F2N2O3S,CHEMBL4544537,28.0,58.0,,
2415299,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4cccnc4)S3(=O)=O)c(F)c2)CC1,C23H29FN4O3S,CHEMBL4544871,73.0,,,
2417664,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,COc1ccccc1[C@H]1CC[C@H](C)N(Cc2ccc(N3CCN(C(C)=O)CC3)cc2F)S1(=O)=O,C25H32FN3O4S,CHEMBL4547236,94.0,,,
2419488,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C19H17F6NO4S,CHEMBL4549060,-92.0,-89.0,,
2421754,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3CCOC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,C23H28FN3O4S,CHEMBL4551326,99.0,,,
2421935,%,Efficacy,,"Entry 0: BAO_0000656, Entry 1: BAO_0000656, ",Efficacy,"Entry 0: 1807468, Entry 1: 1807494, ","Entry 0: Inverse agonist activity at RORC2 in human Th17 cells assessed as inhibition of IL-17A secretion incubated for 4 days by HTRF assay relative to control, Entry 1: Inverse agonist activity at human biotinylated HN-Avi-MBPS-TCS-RORC2 (258 to 518 residues) assessed as recruitment of SRC-1-derived coactivator peptide measured after 15 mins by FRET assay relative to control, ","Entry 0: B, Entry 1: B, ",,"Entry 0: CHEMBL4306827, Entry 1: CHEMBL4306853, ","Entry 0: 10.1021/acsmedchemlett.9b00158, Entry 1: 10.1021/acsmedchemlett.9b00158, ","Entry 0: 31223457, Entry 1: 31223457, ","Entry 0: CHEMBL4304769, Entry 1: CHEMBL4304769, ","Entry 0: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., Entry 1: Discovery of Potent and Orally Bioavailable Inverse Agonists of the Retinoic Acid Receptor-Related Orphan Receptor C2., ","Entry 0: PUBLICATION, Entry 1: PUBLICATION, ","Entry 0: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., Entry 1: The further optimization of a recently disclosed series of inverse agonists of the nuclear receptor RORC2 is described. Investigations into the left-hand side of compound <b>1</b>, guided by X-ray crystal structures, led to the substitution of the 4-aryl-thiophenyl residue with the hexafluoro-2-phenyl-propan-2-ol moiety. This change resulted in to compound <b>28</b>, which combined improved drug-like properties with good cell potency and a significantly lower dose, using an early dose to man prediction. Target engagement <i>in vivo</i> was demonstrated in the thymus of mice by a reduction in the number of double positive T cells after oral dosing., ",,CCS(=O)(=O)c1ccc(C(N)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,C19H18F6N2O4S,CHEMBL4551507,-94.0,-91.0,,
2430474,%,Efficacy,,BAO_0000656,Efficacy,1934538,Inverse agonist activity at human RORc-LBD assessed as inhibition of SRC1 co-activator peptide recruitment by FRET assay relative to apo-RORc basal activity,B,,CHEMBL4480190,10.1016/j.bmcl.2016.07.081,27524313,CHEMBL4477267,"Discovery of oxa-sultams as RORc inverse agonists showing reduced lipophilicity, improved selectivity and favorable ADME properties.",PUBLICATION,"Modification of the δ-sultam ring of RORc inverse agonist 2 led to the discovery of more polar oxa-sultam 65. The less lipophilic inverse agonist (65) displayed high potency in a biochemical assay, which translated into inhibition of IL-17 production in human peripheral blood mononuclear cells. The successful reduction of lipophilicity of this new analog gave rise to additional improvements in ROR selectivity and aqueous kinetic solubility, as well as reduction in plasma protein binding, while maintaining high cellular permeability.",,CC(=O)N1CCN(c2ccc(CN3CCCC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,C24H30FN3O3S,CHEMBL4560046,99.0,,,
