./download/egfr.txtEGFRINdb ID	EGFR-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0001848	0.28 ±0.08 µM	16055332	Bioorganic & Medicinal Chemistry Letters 	15 (2005) 4226–4229	c1(c2c(OC3CCN(CC3)C)cccc2ncn1)Nc1cc(c(OCc2ncsc2)cc1)Cl
EGIN0001849	2.1 ±0.11 µM	16055332	Bioorganic & Medicinal Chemistry Letters 	15 (2005) 4226–4229	c1(c2c(OC3CCN(CC3)C)cccc2ncn1)Nc1ccc(OCc2ncccc2)cc1
EGIN0001850	0.44 ±0.026 µM	16055332	Bioorganic & Medicinal Chemistry Letters 	15 (2005) 4226–4229	c1(c2c(ncn1)cccc2OC)Nc1cc(c(OCc2ncccc2)cc1)Cl
EGIN0001856	0.71 µM	16713265	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4021–4025	c1ccc(cc1)CCN1C(=O)NC(=O)/C/1=C\c1ccc(cc1)O
EGIN0001856	19 µM	19268405	European Journal of Medicinal Chemistry	44 (2009) 3471–3479	c1ccc(cc1)CCN1C(=O)NC(=O)/C/1=C\c1ccc(cc1)O
EGIN0001862	0.027 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2ccc(cc2)OCc2ccccc2)o1
EGIN0001863	0.024 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2ccc(cc2)OCc2cc(ccc2)F)o1
EGIN0001864	0.043 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2ccc(cc2)OCc2cc(ccc2)Br)o1
EGIN0001865	0.091 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2ccc(cc2)OCc2cc(ccc2)C(F)(F)F)o1
EGIN0001866	0.018 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2ccccc2)Cl)o1
EGIN0001867	0.025 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2ccccc2)Br)o1
EGIN0001868	0.1 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)OC)o1
EGIN0001869	0.16 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2ccccc2)C(F)(F)F)o1
EGIN0001870	0.08 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)C(F)(F)F)o1
EGIN0001871	0.021 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)CCC)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001872	0.018 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)C(C)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001873	0.019 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)c1ccccc1)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)C(F)(F)F)o1
EGIN0001874	0.019 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)c1ncccc1)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)C(F)(F)F)o1
EGIN0001875	0.017 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(NCCS(=O)(=O)c1nccn1C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)C(F)(F)F)o1
EGIN0001876	0.026 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(OCCS(=O)(=O)C)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001877	0.025 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(OCCS(=O)(=O)c1ccccc1)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001878	0.05 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2ccccc2)Cl)o1)NCCCCS(=O)(=O)c1ccccc1
EGIN0001879	0.085 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N(CCS(=O)(=O)C)CCC)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001880	0.027 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N(CCS(=O)(=O)C)CC#N)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001881	0.09 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N(CCS(=O)(=O)C)Cc1ccccc1)c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001882	0.089 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N1CC[S@@+](CC1)[O-])c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)C(F)(F)F)o1
EGIN0001883	0.028 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N1CC[S@@+](CC1)[O-])c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2cc(ccc2)F)Cl)o1
EGIN0001884	0.016 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N1CC[S@@+](CC1)[O-])c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2ccccc2)F)o1
EGIN0001885	0.012 µM	16777410	Bioorganic & Medicinal Chemistry Letters	16 (2006) 4686–4691	C(N1CC[S@@+](CC1)[O-])c1ccc(c2ccc3c(c2)c(ncn3)Nc2cc(c(cc2)OCc2ccccc2)Cl)o1
EGIN0001891	799.3 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OC)OCC)NC(=O)/C=C/CN(C)C
EGIN0001892	283.3 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OC(CF)CF)OCC)NC(=O)/C=C/CN(C)C
EGIN0001893	4.1 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(ccc1)F)OCC)NC(=O)/C=C/CN(C)C
EGIN0001894	166.7 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(c(cc1)F)F)OCC)NC(=O)/C=C/CN(C)C
EGIN0001895	18.7 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1ccccc1)OCC)NC(=O)/C=C/CN(C)C
EGIN0001896	90.8 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1ncccc1)OCC)NC(=O)/C=C/CN(C)C
EGIN0001897	12.2 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(ccc1)Cl)OCC)NC(=O)/C=C/CN(C)C
EGIN0001898	47.5 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cccs1)OCC)NC(=O)/C=C/CN(C)C
EGIN0001899	107.3 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(ccc1)OC)OCC)NC(=O)/C=C/CN(C)C
EGIN0001900	24.9 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(ccc1)C)OCC)NC(=O)/C=C/CN(C)C
EGIN0001901	<10.0 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(ccc2c(c1)c(ncn2)Nc1ccc(cc1F)Br)NC(=O)/C=C/CN(C)C
EGIN0001904	>10 µM	12941313	Bioorganic & Medicinal Chemistry Letters	13 (2003) 2967–2971	c12cc(c(cc1ncc(c2N[C@@H]1[C@H](C1)c1c(cccc1)F)C#C)OC)OC
EGIN0001904	>10000 nM	12477352	J. Med. Chem.	2002, 45, 5687-5693	c12cc(c(cc1ncc(c2N[C@@H]1[C@H](C1)c1c(cccc1)F)C#C)OC)OC
EGIN0001904	457.7 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c12cc(c(cc1ncc(c2N[C@@H]1[C@H](C1)c1c(cccc1)F)C#C)OC)OC
EGIN0001905	0.017 µM        	15711537	Nat Biotechnol.	2005 Mar;23(3):329-36	C1CN(C)CCC1COc1cc2c(cc1OC)/c(=N/c1ccc(Br)cc1F)/nc[nH]2
EGIN0001905	0.5 µM	11881999	J. Med. Chem	2002, 45, 1300-1312	C1CN(C)CCC1COc1cc2c(cc1OC)/c(=N/c1ccc(Br)cc1F)/nc[nH]2
EGIN0001905	112.4 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	C1CN(C)CCC1COc1cc2c(cc1OC)/c(=N/c1ccc(Br)cc1F)/nc[nH]2
EGIN0001906	7710 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(ccc1)OC)OCCOC)OC
EGIN0001907	>10,000 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1ccccc1)OCCOC)OC
EGIN0001908	>10,000 nM	17416531	Bioorganic & Medicinal Chemistry	15 (2007) 3635–3648	c1(c(cc2c(c1)c(ncn2)NC1=CC(=O)C(=CC1=O)OCc1cc(ccc1)F)OCCOC)OC
EGIN0001915	>20 µM	17664070	Bioorganic & Medicinal Chemistry	15 (2007) 6425–6442	c1ncc(cc1)CNc1ncc2c(c1)c(c(cn2)C#N)NC1CCCCCC1
EGIN0001941	5600 nM     	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#Cc1ccccc1)OC)OC
EGIN0001942	14 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#CCCc1ccccc1)OC)OC
EGIN0001943	15 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#CCOc1ccccc1)OC)OC
EGIN0001944	13 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#CC(C)(C)Cc1ccccc1)OC)OC
EGIN0001945	80 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#CC(C)(C)N(c1ccccc1)C)OC)OC
EGIN0001946	9 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@@](C)(O)Cc1ccccc1)OC)OC
EGIN0001947	33 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@@](C)(N1CC[C@H](CC1)C(=O)O)Cc1ccccc1)OC)OC
EGIN0001948	3 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@](C)(N(CC)CC)Cc1ccccc1)OC)OC
EGIN0001949	7300 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@@](C)(N(CC)CC)c1ccccc1)OC)OC
EGIN0001950	1200 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@](C)(N(CC)CC)CCc1ccccc1)OC)OC
EGIN0001951	200 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@](C)(N(CC)CC)Cc1ccncc1)OC)OC
EGIN0001952	1100 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#C[C@](C)(N(CC)CC)CC1CCCCC1)OC)OC
EGIN0001953	130 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)CC[C@@](Cc1ccccc1)(C)N(CC)CC)OC)OC
EGIN0001954	4 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)/C=C/CCc1ccccc1)OC)OC
EGIN0001955	26 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#Cc1c(cccc1)c1ccccc1)OC)OC
EGIN0001956	15 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(ccccc1)/C=C/c1c2cc(c(cc2ncn1)OCC)OCC
EGIN0001957	5 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)/C=C/CCc1ccccc1)OCC)OCC
EGIN0001958	140 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)/C=C/CCCc1ccccc1)OCC)OCC
EGIN0001959	10 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#Cc1[nH]ccc1c1ccccc1)OCC)OCC
EGIN0001960	12 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#Cc1nccn1c1ccccc1)OCC)OCC
EGIN0001961	1.8 nM	17869510	Bioorganic & Medicinal Chemistry Letters	17 (2007) 5863–5867	c1(c(cc2c(c1)c(ncn2)C#Cc1c[nH]nc1c1ccc(cc1)F)OCC)OCC
EGIN0001964	97 ± 64 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1OC[C@@H]1N(CCC1)C(=O)CO)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001965	327 ± 226 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1OC[C@H]1N(CCC1)C(=O)CO)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001966	35 ± 6 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1OCCN(C)C(=O)CO)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001967	3 ± 1 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1OC[C@H](N(C)C(=O)CO)C)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001968	2580 ± 1350 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1OC[C@@H](N(C)C(=O)CO)C)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001969	2 ± 1 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1O[C@H](C)CN(C)C(=O)CO)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001970	191 ± 137 nM	17869514	Bioorganic & Medicinal Chemistry Letters	17 (2007) 6326–6329	c1ccc2c(c1O[C@@H](C)CN(C)C(=O)CO)c(ncn2)Nc1cc(c(cc1)OCc1ncccc1)Cl
EGIN0001971	131 nM	17981366	European Journal of Medicinal Chemistry 	43 (2008) 1478e1488	c1(c(cc2c(c1)ncnc2c1c[nH]c2c1cc(cc2)Br)OC)OC
EGIN0001972	209 nM	17981366	European Journal of Medicinal Chemistry 	43 (2008) 1478e1488	c1(c(cc2c(c1)ncnc2c1c[nH]c2c1cc(c(c2)F)Cl)OC)OC
EGIN0001973	533 nM	17981366	European Journal of Medicinal Chemistry 	43 (2008) 1478e1488	c1(c(cc2c(c1)ncnc2c1c[nH]c2c1cc(c(c2)F)C)OC)OC
EGIN0001974	472 nM	17981366	European Journal of Medicinal Chemistry 	43 (2008) 1478e1488	c1(c(cc2c(c1)ncnc2c1c[nH]c2c1cc(c(c2)F)Cl)OCCOC)OCCOC
EGIN0001975	333 nM	17981366	European Journal of Medicinal Chemistry 	43 (2008) 1478e1488	c1(c(cc2c(c1)ncnc2c1c2cc(c(cc2[nH]c1)F)Cl)OCCCN1CCOCC1)OC
EGIN0001976	<0.001 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)Cl)OCc1cc(ccc1)F
EGIN0001977	0.013 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001978	0.007 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)Cl)Oc1ccc(nc1)C
EGIN0001979	<0.001 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)C)OCc1cccc(c1)F
EGIN0001980	0.018 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)C)OCc1ccccn1
EGIN0001981	0.216 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)C)Oc1ccc(nc1)C
EGIN0001982	1.43 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)F)Oc1ccc(nc1)C
EGIN0001983	0.013 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)OC)OCc1cc(ccc1)F
EGIN0001984	0.104 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)OC)OCc1ncccc1
EGIN0001985	0.017 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCNC)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001986	0.005 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CCN(CC1)C)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001987	0.003 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CCN(CC1)C(=O)C)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001988	0.008 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CCCC1)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001989	0.008 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CCNCC1)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001990	<0.001 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CCCCCO1)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001991	0.028 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CC[C@H](CC1)OC)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001992	0.001 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCN1CCOCC1)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001993	0.016 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCO)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001994	0.016 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001995	0.009 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCCN1CC[C@H](CC1)O)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001996	0.014 µM	18182285	Bioorganic & Medicinal Chemistry Letters	18 (2008) 959–962	n1cnc(c2c1[nH]nc2OCCCN1CCN(CC1)C)Nc1ccc(c(c1)Cl)OCc1ncccc1
EGIN0001998	0.38 µM	18248988	Bioorganic & Medicinal Chemistry Letters	18 (2008) 897–900	n1c(cc(nc1)NC(=O)Nc1c(cccc1Cl)Cl)Nc1ccc(cc1)OCCN(CC)CC
EGIN0002038	>30 µM	18434142	Bioorganic & Medicinal Chemistry Letters	18 (2008) 2776–2780	N(c1nccc(Nc2c3OCOc3ccc2Cl)n1)c1cccc(S(=O)(=O)C)c1
EGIN0002039	0.3 ±0.042µM	20403693	Bioorg Med Chem Lett	2010 May 15; 20(10): 3177–3181	n1c(nc2c(c1Nc1cc(ccc1)Br)cc([nH]2)CCc1ccccc1)N
EGIN0002039	0.3±0.042 µM 	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	n1c(nc2c(c1Nc1cc(ccc1)Br)cc([nH]2)CCc1ccccc1)N
EGIN0002040	2.2±0.09 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	c1(nc(nc2c1cc([nH]2)CCc1ccc(cc1)OC)N)Nc1cc(ccc1)Br
EGIN0002041	3.4 ±0.41 µM  	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	c1c(cc(cc1)Br)Nc1c2c([nH]c(c2)CCc2c(cccc2)Cl)nc(N)n1
EGIN0002042	4.8±1.0 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	c1c(cc(cc1)Br)Nc1c2c([nH]c(c2)CCc2cccc3c2cccc3)nc(N)n1
EGIN0002043	4.7±1.9 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	c1c(cc(cc1)Br)Nc1c2c([nH]c(c2)CCc2ccc3c(c2)cccc3)nc(N)n1
EGIN0002044	>200 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	n1c(nc2c(c1Nc1cc(c(cc1)F)Br)cc([nH]2)CCc1ccccc1)N
EGIN0002044	22.8 ±4.7 µM	20403693	Bioorg Med Chem Lett	2010 May 15; 20(10): 3177–3181	n1c(nc2c(c1Nc1cc(c(cc1)F)Br)cc([nH]2)CCc1ccccc1)N
EGIN0002045	22.8±4.7 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	c1c(cc(c(c1)F)Cl)Nc1c2c([nH]c(c2)CCc2ccccc2)nc(N)n1
EGIN0002046	>200 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	n1c(nc2c(c1Nc1cc(ccc1)C(F)(F)F)cc([nH]2)CCc1ccccc1)N
EGIN0002046	>200 µM	20403693	Bioorg Med Chem Lett	2010 May 15; 20(10): 3177–3181	n1c(nc2c(c1Nc1cc(ccc1)C(F)(F)F)cc([nH]2)CCc1ccccc1)N
EGIN0002047	>200 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	n1c(nc2c(c1Nc1cc(ccc1)C#C)cc([nH]2)CCc1ccccc1)N
EGIN0002047	>200 µM	20403693	Bioorg Med Chem Lett	2010 May 15; 20(10): 3177–3181	n1c(nc2c(c1Nc1cc(ccc1)C#C)cc([nH]2)CCc1ccccc1)N
EGIN0002048	1.32 ±0.09 µM	20403693	Bioorg Med Chem Lett	2010 May 15; 20(10): 3177–3181	n1c(nc2c(c1Nc1c(cc(cc1)Cl)F)cc([nH]2)CCc1ccccc1)N
EGIN0002048	1.32±0.09 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	n1c(nc2c(c1Nc1c(cc(cc1)Cl)F)cc([nH]2)CCc1ccccc1)N
EGIN0002049	3.18±0.41 µM 	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	c1c(ccc(c1)Cl)Nc1c2c([nH]c(c2)CCc2ccccc2)nc(N)n1
EGIN0002050	122 ±30.1 µM	20403693	Bioorg Med Chem Lett	2010 May 15; 20(10): 3177–3181	n1c(nc2c(c1Nc1cc(c(cc1)F)C(F)(F)F)cc([nH]2)CCc1ccccc1)N
EGIN0002050	122±30.1 µM	18467105	Bioorg Med Chem.	2008 May 15; 16(10): 5514–5528.	n1c(nc2c(c1Nc1cc(c(cc1)F)C(F)(F)F)cc([nH]2)CCc1ccccc1)N
