./download/her2.txtEGFRINdb ID	ErbB2-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0001072	2.921 µM    	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C\CN1[C@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001093	16 ± 3 nM/L	17575237	Clin Cancer Res. 	2007 Jun 15;13(12):3713-23.	c1(c2c(ncn1)cc(c(c2)OC)OC[C@H]1C[C@H]2[C@@H](C1)CN(C2)C)Nc1ccc(c(c1F)Cl)Cl
EGIN0001096	0.42  µM 	8188523	Jpn J Cancer Res. 	1994 Mar;85(3):253-9.	c1(cc(ccc1O)/C=C\1/C(=O)OC(=C1)c1ccc(c(c1)O)O)O
EGIN0001097	 0.012 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/OC)Cc1cc(ccc1)F
EGIN0001097	0.012 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/OC)Cc1cc(ccc1)F
EGIN0001099	 0.204 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)c1cc(c(cc1)F)Cl
EGIN0001100	 0.557 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)c1cc(ccc1)Br
EGIN0001101	 5.22 µM  	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)Cc1cc(c(cc1)F)Cl
EGIN0001102	 4.123 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)Cc1cc2c(cc1)N=NC2
EGIN0001103	 0.022 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1ccccc1
EGIN0001104	 0.030 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1cc(ccc1)Cl
EGIN0001105	 0.044 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1cc(ccc1)C#N
EGIN0001109	 0.189 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1ccc(cc1)F
EGIN0001110	 0.027 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)Cc1cc2c(cc1)n(cc2)Cc1ccc(cc1)F
EGIN0001111	 0.076 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)[C@@H]1C=C2[C@H](C=C1)NC(=N2)Cc1cc(ccc1)F
EGIN0001112	 0.255 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	C(c1cc(ccc1)F)N1c2ccc(Nc3ncnc(c3/C=N/OC)N)cc2CC1
EGIN0001113	 0.153 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1(ncnc(c1/C=N/OC)N)Nc1cc(c(cc1)OCc1ccccc1)Cl
EGIN0001114	 0.018 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1(ncnc(c1/C=N/OC)N)Nc1cc(c(cc1)OCc1cc(ccc1)F)Cl
EGIN0001116	 0.042 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1cc(cc2c1n(nc2)Cc1cccc(c1)F)Nc1ncnc(c1/C=N/O)N
EGIN0001117	 0.007 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1cc(cc2c1n(nc2)Cc1cccc(c1)F)Nc1ncnc(c1/C=N/OCC)N
EGIN0001118	 0.173 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1cc(cc2c1n(nc2)Cc1cccc(c1)F)Nc1ncnc(c1/C=N/OCC(C)C)N
EGIN0001119	 0.025 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1cc(cc2c1n(nc2)Cc1cccc(c1)F)Nc1ncnc(c1/C=N/OC(C)C)N
EGIN0001120	 0.095 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1cc(cc2c1n(nc2)Cc1cccc(c1)F)Nc1ncnc(c1/C=N/OCc1ccccc1)N
EGIN0001121	 0.435 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1cc(cc2c1n(nc2)Cc1cccc(c1)F)Nc1ncnc(c1/C=N/OCc1ccccc1OC)N
EGIN0001122	 0.006 µM 	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	c1(cc(ccc1)F)Cn1c2ccc(cc2cn1)Nc1ncnc(N)c1/C=N/OCCOC
EGIN0001225	25-50 nM	16078851	J. Med. Chem	2005, 48, 5337-5348	c12c(ccc(c1)NC(=O)CCl)ncnc2Nc1c(cc(c(c1)Cl)Cl)F
EGIN0001229	25-50 nM	16078851	J. Med. Chem	2005, 48, 5337-5348	c12c(ccc(c1)NC(=O)/C=C/CN(C)C)ncnc2Nc1c(cc(c(c1)Cl)Cl)F
EGIN0001236	45 ±  4.3 µM      	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccccc1)/C=C(\C(=O)Nc1ccccc1)/C#N
EGIN0001237	12.1 ±  2.2 µM    	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccccc1)/C=C(/C(=O)NCc1ccccc1)\C#N
EGIN0001238	9.4 ±  0.4 µM     	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccccc1)/C=C(/C(=O)NCCc1ccccc1)\C#N
EGIN0001239	33 ±  5 µM        	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(cc1)O)O)/C=C(/C(=O)NCCCc1ccccc1)\C#N
EGIN0001239	35 µM   	10464027	J. Med. Chem.	1999, 42, 3412-3420	c1(cc(c(cc1)O)O)/C=C(/C(=O)NCCCc1ccccc1)\C#N
EGIN0001239	35 µM 	1676428	J. Med. Chem.	1991, 34, 1896-1907	c1(cc(c(cc1)O)O)/C=C(/C(=O)NCCCc1ccccc1)\C#N
EGIN0001240	>500 µM 	10464027	J. Med. Chem.	1999, 42, 3412-3420	c1(cc(c(cc1)O)O)/C=C(/C(=O)NCCCCc1ccccc1)\C#N
EGIN0001240	>500 µM 	1676428	J. Med. Chem.	1991, 34, 1896-1907	c1(cc(c(cc1)O)O)/C=C(/C(=O)NCCCCc1ccccc1)\C#N
EGIN0001240	22 ±  6 µM        	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(cc1)O)O)/C=C(/C(=O)NCCCCc1ccccc1)\C#N
EGIN0001241	18 µM 	1676428	J. Med. Chem.	1991, 34, 1896-1907	c1(ccc(c(c1)O)O)/C=C(/C(=O)c1ccccc1)\C#N
EGIN0001241	20 ±  3.5 µM      	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccc(c(c1)O)O)/C=C(/C(=O)c1ccccc1)\C#N
EGIN0001242	2.9 ± 0.3 µM      	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1c(c(ccc1/C=C(\C#N)/C(=O)NCc1ccc(cc1)O)O)O
EGIN0001243	62 ± 7 µM         	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccc(c(c1)O)O)/C=C(/C(=O)Nc1ccccc1Cl)\C#N
EGIN0001244	>166 µM 	1676428	J. Med. Chem.	1991, 34, 1896-1907	c1(ccc(c(c1)O)O)/C=C(/C(=O)Nc1ccc(cc1OC)OC)\C#N
EGIN0001244	20 ± 1.5 µM       	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccc(c(c1)O)O)/C=C(/C(=O)Nc1ccc(cc1OC)OC)\C#N
EGIN0001245	34 µM 	1676428	J. Med. Chem.	1991, 34, 1896-1907	c1(ccc(c(c1)O)O)/C=C(/C(=O)Nc1c(cccc1C)C)\C#N
EGIN0001245	44 ± 13 µM        	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccc(c(c1)O)O)/C=C(/C(=O)Nc1c(cccc1C)C)\C#N
EGIN0001246	21 ± 6 µM         	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccc(c(c1)O)O)/C=C(/C(=O)Nc1c(cc(cc1C)C)C)\C#N
EGIN0001247	17 µM 	1676428	J. Med. Chem.	1991, 34, 1896-1907	c1(ccc(c(c1)O)O)/C=C(/C(=O)NC1CCCCC1)\C#N
EGIN0001247	19 ± 3 µM         	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(ccc(c(c1)O)O)/C=C(/C(=O)NC1CCCCC1)\C#N
EGIN0001248	0.13 ± 0.007 µM   	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(c(c1)OC)O)CSc1ccccc1)/C=C(/C(=O)N)\C#N
EGIN0001248	0.13µM 	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSc1ccccc1)/C=C(/C(=O)N)\C#N
EGIN0001249	0.45 ± 0.07 µM    	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(c(c1)OC)O)CSc1c(cccc1)C(=O)O)/C=C(/C(=O)N)\C#N
EGIN0001249	0.45µM 	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSc1c(cccc1)C(=O)O)/C=C(/C(=O)N)\C#N
EGIN0001250	1.65 ± 0.19 µM    	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(c(c1)OC)O)CSc1ccc(cc1)C)/C=C(/C(=O)N)\C#N
EGIN0001250	1.65µM 	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSc1ccc(cc1)C)/C=C(/C(=O)N)\C#N
EGIN0001251	0.2 ± 0.03 µM     	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(c(c1)OC)O)CSCc1ccccc1)/C=C(/C(=O)N)\C#N
EGIN0001251	0.20µM 	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSCc1ccccc1)/C=C(/C(=O)N)\C#N
EGIN0001252	0.35 ± 0.07 µM    	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(c(c1)OC)O)CSc1nc2c(s1)cccc2)/C=C(/C(=O)N)\C#N
EGIN0001252	0.35µM 	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSc1nc2c(s1)cccc2)/C=C(/C(=O)N)\C#N
EGIN0001252	15 µM   	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSc1nc2c(s1)cccc2)/C=C(/C(=O)N)\C#N
EGIN0001253	1.5µM  	7902440	J Med Chem. 	1993 Nov 12;36(23):3556-64.	c1(cc(c(c(c1)OC)O)CSc1oc2c(n1)cccc2)/C=C(/C(=O)N)\C#N
EGIN0001253	6.1 ± 0.1 µM      	8098709	J Biol Chem.	1993 May 25;268(15):11134-42.	c1(cc(c(c(c1)OC)O)CSc1oc2c(n1)cccc2)/C=C(/C(=O)N)\C#N
EGIN0001289	0.776  µM 	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)O)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001290	0.100  µM 	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)OC)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001291	1.53  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)OCCN1CCOCC1)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001292	>100  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)Nc1ccccc1)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001293	10.0  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)NCCN1CCCCC1)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001294	10.0  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)NCCN1CCOCC1)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001295	>100  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)NCCc1ccc(cc1)OC)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001296	>100  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)NCCOC)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001297	>100  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)N(CC)CC)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001298	>100  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)Cc1cccc(c1)F)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001299	>100  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)Nc1ccc(cc1)OC)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001300	0.470  µM 	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C#N)N)Nc1ccc(c(c1)Cl)OCc1ccccc1
EGIN0001301	0.146  µM 	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)NN)N)Nc1cc(c(cc1)OCc1ccccc1)Cl
EGIN0001302	5.70  µM  	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1C(=O)NNC(=O)CCN1CCOCC1)N)Nc1cc(c(cc1)OCc1ccccc1)Cl
EGIN0001303	0.080  µM 	18678484	Bioorg Med Chem Lett.	2008 Sep 1;18(17):4896-9	c1(ncnc(c1c1oc(nn1)CCN1CCOCC1)N)Nc1cc(c(cc1)OCc1ccccc1)Cl
EGIN0001305	0.084 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/NC)Cc1cc(ccc1)F
EGIN0001306	0.020 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/NCC(F)(F)F)Cc1cc(ccc1)F
EGIN0001307	0.118 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/c1ccc(cc1)OC)Cc1cc(ccc1)F
EGIN0001308	0.002 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N(C)C)Cc1cc(ccc1)F
EGIN0001309	0.007 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N1CCOCC1)Cc1cc(ccc1)F
EGIN0001310	0.018 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N1CCCCC1)Cc1cc(ccc1)F
EGIN0001311	0.008 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N1CCN(CC1)C)Cc1cc(ccc1)F
EGIN0001312	0.008 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N1CCN(CC1)CCO)Cc1cc(ccc1)F
EGIN0001313	0.039 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N1CCC[C@H]1COC)Cc1cc(ccc1)F
EGIN0001314	0.072 µM  	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/N1CCC[C@@H]1COC)Cc1cc(ccc1)F
EGIN0001347	0.055  µM  	21177105	Bioorganic & Medicinal Chemistry Letters	21 (2011) 781–785	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001347	0.055 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001347	0.055 µM  	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001347	0.25 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc2c(c1)cnn2Cc1cccc(c1)F
EGIN0001348	0.027 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CCNCCC1
EGIN0001348	0.027 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CCNCCC1
EGIN0001349	0.022  µM  	21177105	Bioorganic & Medicinal Chemistry Letters	21 (2011) 781–785	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001349	0.023 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001349	0.043 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001350	0.076 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CNC1CCNCC1
EGIN0001351	0.070 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1C[C@@H](CC1)N
EGIN0001352	0.052 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1C[C@H](CC1)N
EGIN0001353	0.038 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@@H](CC1)CN
EGIN0001354	0.054 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@@H](CC1)NC
EGIN0001355	0.031 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@H](CC1)NCCO
EGIN0001356	0.19 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@H](CC1)NCCS(=O)(=O)C
EGIN0001357	0.11 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@@H](CC1)N(C)C
EGIN0001358	0.18 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@H](CC1)NC(=O)C
EGIN0001359	0.12 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@H](CC1)NC(=O)CO
EGIN0001360	0.043 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(cc2)CN1CC[C@](CC1)(N)C
EGIN0001361	0.56 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc(c(c1)Cl)OCc1cccc(c1)F
EGIN0001361	0.56 µM   	17270437	Bioorg Med Chem Lett. 	2007 Apr 1;17(7):2036-42	[C@H]1(CNCCO1)COCc1c2c(ncnn2cc1)Nc1ccc(c(c1)Cl)OCc1cccc(c1)F
EGIN0001362	0.041 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)c(cc2)CN1CCNCCC1
EGIN0001363	0.032 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1cccc(c1)F)c(cc2)CN1CC[C@H](CC1)N
EGIN0001365	0.17 µM	17368025	Bioorganic & Medicinal Chemistry Letters	17 (2007) 2828–2833	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(c(c2)OC)CN1CCNCCC1
EGIN0001365	0.17 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccc(c1)F)c(c(c2)OC)CN1CCNCCC1
EGIN0001367	0.035 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccn1)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001368	0.034 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cccnc1)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001369	0.19 µM  	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccncc1)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001370	0.013 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1cc(cnc1)C)c(cc2)CN1CC[C@@H](CC1)N
EGIN0001371	0.036 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1cccnc1)c(cc2)CN1CC[C@H](CC1)N
EGIN0001372	0.060 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1cc(cnc1)C)c(cc2)CN1CC[C@H](CC1)N
EGIN0001373	0.022 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1ccccn1)c(cc2)CN1CC[C@H](CC1)N
EGIN0001374	0.026 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1cnccn1)c(cc2)CN1CC[C@H](CC1)N
EGIN0001375	0.018 µM 	17606372	Bioorg Med Chem Lett	2007 Sep 1;17(17):4947-54	n1cnn2c(c1Nc1ccc(c(c1)Cl)OCc1cccc[n+]1O)c(cc2)CN1CC[C@H](CC1)N
EGIN0001376	2.8 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc(c(c1)Cl)F)c(c(c2)C(=O)OCC)CC
EGIN0001377	3.0 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1cccc(c1)Br)c(c(c2)C(=O)OCC)CC
EGIN0001378	3.3 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cn[nH]3)c(c(c2)C(=O)OCC)CC
EGIN0001379	7.2 µM   	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1NCc1ccccc1)c(c(c2)C(=O)OCC)CC
EGIN0001380	0.18 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	c1(ccccc1)Cn1c2ccc(Nc3ncnn4c3c(c(c4)C(=O)OCC)CC)cc2cn1
EGIN0001381	0.82 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc(cc1)Oc1ccccc1)c(c(c2)C(=O)OCC)CC
EGIN0001382	0.20 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	c1(ccccc1)Cn1c2ccc(Nc3ncnn4c3c(c(c4)C(=O)OCC)CC)cc2cn1
EGIN0001383	0.39 µM  	16111887	Bioorg Med Chem Lett.	2005 Nov 1;15(21):4774-9.	n1cnn2c(c1Nc1ccc3c(c1)cnn3Cc1ccccc1)cc(c2)C(=O)OCC
